Realisation number,Variable,index,Coefficient of variation,Lag-2 AC,Kurtosis,Variance,Lag-3 AC,Smax/Var,Standard deviation,Skewness,Smax,Lag-1 AC,Cross correlation
83,Breeding,0,0.6684397163120568,-0.11524822695035462,0.6843971631205675,-0.9521276595744681,0.5124113475177305,0.022222222222222223,-0.9521276595744681,0.622340425531915,-0.7777777777777777,0.7783687943262412,0.5868794326241135
83,Total,0,0.9060283687943264,0.08156028368794327,0.2712765957446809,-0.9184397163120569,0.1099290780141844,0.37777777777777777,-0.9184397163120569,0.0797872340425532,-0.5111111111111111,0.8439716312056739,0.5868794326241135
84,Non-breeding,0,0.8421985815602838,0.29078014184397166,0.28368794326241137,-0.9556737588652483,0.18794326241134754,0.1111111111111111,-0.9556737588652483,0.7109929078014185,-0.4666666666666666,0.7287234042553192,0.7517730496453902
84,Breeding,0,0.7641843971631207,0.5425531914893618,0.622340425531915,-0.921985815602837,0.5106382978723405,-0.8222222222222221,-0.921985815602837,0.49113475177304966,-0.9555555555555554,-0.30141843971631205,0.7517730496453902
84,Total,0,0.8847517730496455,0.4450354609929078,0.3670212765957447,-0.9273049645390072,0.4131205673758866,-0.19999999999999998,-0.9273049645390072,0.4539007092198582,-0.9555555555555554,0.28546099290780147,0.7517730496453902
85,Non-breeding,0,0.948581560283688,0.07801418439716314,0.39361702127659576,-0.7783687943262412,0.8067375886524824,0.28888888888888886,-0.7783687943262412,0.6914893617021277,-0.5555555555555555,0.8085106382978724,-0.11879432624113476
85,Breeding,0,0.8457446808510639,0.7039007092198583,0.7145390070921986,-0.9556737588652483,0.05141843971631206,0.3333333333333333,-0.9556737588652483,0.3510638297872341,-0.5111111111111111,0.35992907801418444,-0.11879432624113476
85,Total,0,0.9343971631205674,0.3563829787234043,0.3758865248226951,-0.8936170212765958,0.42198581560283693,0.3333333333333333,-0.8936170212765958,0.26595744680851063,-0.4666666666666666,0.6648936170212766,-0.11879432624113476
86,Non-breeding,0,0.8989361702127661,0.6648936170212766,-0.4858156028368795,-0.9148936170212767,-0.5088652482269503,0.4222222222222222,-0.9148936170212767,0.16843971631205673,-0.6,0.7960992907801419,0.6524822695035462
86,Breeding,0,0.9166666666666667,0.35283687943262415,0.9379432624113476,-0.9397163120567377,-0.11170212765957448,0.15555555555555553,-0.9397163120567377,0.8581560283687945,-0.6,0.8705673758865249,0.6524822695035462
86,Total,0,0.9326241134751774,0.46276595744680854,0.8439716312056739,-0.921985815602837,-0.16843971631205673,0.4222222222222222,-0.921985815602837,0.7801418439716313,-0.6444444444444444,0.8723404255319149,0.6524822695035462
87,Non-breeding,0,0.9060283687943264,-0.07269503546099292,0.7641843971631207,-0.9326241134751774,-0.16666666666666669,0.28888888888888886,-0.9326241134751774,0.6897163120567377,-0.4666666666666666,0.8581560283687945,0.5833333333333334
87,Breeding,0,0.9007092198581561,-0.5602836879432624,-0.18085106382978725,-0.7180851063829788,-0.12588652482269505,-0.28888888888888886,-0.7180851063829788,-0.35283687943262415,-0.8666666666666666,0.5549645390070923,0.5833333333333334
87,Total,0,0.9095744680851066,-0.5,0.1648936170212766,-0.8847517730496455,-0.21276595744680854,-0.022222222222222223,-0.8847517730496455,-0.028368794326241138,-0.5111111111111111,0.7109929078014185,0.5833333333333334
88,Non-breeding,0,0.8457446808510639,0.4964539007092199,-0.1595744680851064,-0.8173758865248227,0.4663120567375887,0.15555555555555553,-0.8173758865248227,0.5319148936170213,-0.7777777777777777,0.8492907801418441,0.6879432624113476
88,Breeding,0,0.847517730496454,0.7198581560283689,0.3439716312056738,-0.9166666666666667,0.5585106382978724,0.3333333333333333,-0.9166666666666667,0.10815602836879433,-0.6444444444444444,0.8528368794326242,0.6879432624113476
88,Total,0,0.8652482269503546,0.7145390070921986,0.48758865248226957,-0.8900709219858156,0.5088652482269503,0.1111111111111111,-0.8900709219858156,0.6719858156028369,-0.7333333333333333,0.8546099290780143,0.6879432624113476
89,Non-breeding,0,0.8049645390070922,0.8014184397163121,0.17375886524822698,-0.9539007092198583,0.060283687943262415,0.6444444444444444,-0.9539007092198583,-0.2517730496453901,-0.4222222222222222,0.822695035460993,0.8049645390070922
89,Breeding,0,0.7925531914893618,0.3812056737588653,0.5815602836879433,-0.9414893617021277,-0.6507092198581561,-0.5111111111111111,-0.9414893617021277,0.398936170212766,-0.9555555555555554,0.3829787234042554,0.8049645390070922
89,Total,0,0.9113475177304966,0.6826241134751774,0.8156028368794327,-0.948581560283688,-0.5070921985815603,0.5111111111111111,-0.948581560283688,0.2375886524822695,-0.7777777777777777,0.6897163120567377,0.8049645390070922
90,Non-breeding,0,0.6861702127659576,-0.5088652482269503,0.12943262411347517,-0.9379432624113476,-0.6187943262411348,0.022222222222222223,-0.9379432624113476,-0.31737588652482274,-0.7333333333333333,0.16666666666666669,0.22163120567375888
90,Breeding,0,0.2570921985815603,-0.42198581560283693,0.31205673758865254,-0.9521276595744681,-0.45744680851063835,-0.5111111111111111,-0.9521276595744681,-0.6755319148936171,-0.9999999999999999,0.6312056737588654,0.22163120567375888
90,Total,0,0.6241134751773051,-0.6684397163120568,0.7375886524822696,-0.9734042553191491,-0.4716312056737589,-0.24444444444444444,-0.9734042553191491,-0.6347517730496455,-0.8666666666666666,0.6400709219858157,0.22163120567375888
91,Non-breeding,0,0.07446808510638298,-0.3085106382978724,0.4273049645390071,-0.9946808510638299,0.012411347517730497,0.19999999999999998,-0.9946808510638299,0.06914893617021278,-0.911111111111111,0.4255319148936171,-0.18617021276595747
91,Breeding,0,0.46276595744680854,-0.33156028368794327,-0.09929078014184398,-0.9734042553191491,-0.5496453900709221,0.24444444444444444,-0.9734042553191491,-0.19326241134751776,-0.7333333333333333,0.6152482269503547,-0.18617021276595747
91,Total,0,0.11347517730496455,-0.33865248226950356,0.007092198581560284,-0.971631205673759,-0.2925531914893617,0.3333333333333333,-0.971631205673759,-0.13475177304964542,-0.8222222222222221,0.6241134751773051,-0.18617021276595747
92,Non-breeding,0,0.950354609929078,0.33687943262411346,0.30319148936170215,-0.9361702127659576,0.6719858156028369,0.1111111111111111,-0.9361702127659576,0.3262411347517731,-0.6,0.8723404255319149,0.725177304964539
92,Breeding,0,0.8262411347517732,0.18085106382978725,0.30496453900709225,-0.9078014184397164,0.4929078014184398,-0.1111111111111111,-0.9078014184397164,0.46985815602836883,-0.911111111111111,0.18085106382978725,0.725177304964539
92,Total,0,0.9343971631205674,0.11170212765957448,0.15602836879432627,-0.9273049645390072,0.6595744680851064,-0.15555555555555553,-0.9273049645390072,0.42198581560283693,-0.6444444444444444,0.7783687943262412,0.725177304964539
93,Non-breeding,0,0.8776595744680852,-0.16134751773049646,0.3209219858156029,-0.8209219858156028,0.0053191489361702135,-0.1111111111111111,-0.8209219858156028,0.07801418439716314,-0.7777777777777777,0.40780141843971635,0.45921985815602845
93,Breeding,0,0.7429078014184397,0.14184397163120568,0.4290780141843972,-0.9432624113475178,0.20035460992907803,-0.15555555555555553,-0.9432624113475178,0.3776595744680852,-0.7777777777777777,0.7464539007092199,0.45921985815602845
93,Total,0,0.8297872340425533,0.05141843971631206,0.5141843971631206,-0.8758865248226951,0.1400709219858156,0.022222222222222223,-0.8758865248226951,0.5602836879432624,-0.7333333333333333,0.7322695035460993,0.45921985815602845
94,Non-breeding,0,0.9042553191489363,-0.25531914893617025,0.6312056737588654,-0.8067375886524824,0.7127659574468086,-0.24444444444444444,-0.8067375886524824,-0.25354609929078015,-0.6888888888888888,0.7322695035460993,-0.1223404255319149
94,Breeding,0,0.6152482269503547,0.6702127659574468,0.601063829787234,-0.8989361702127661,0.3865248226950355,-0.15555555555555553,-0.8989361702127661,-0.3297872340425532,-0.6444444444444444,-0.17553191489361705,-0.1223404255319149
94,Total,0,0.7464539007092199,0.49113475177304966,0.5177304964539007,-0.8510638297872342,0.5141843971631206,-0.1111111111111111,-0.8510638297872342,-0.5868794326241135,-0.6,0.3156028368794327,-0.1223404255319149
95,Non-breeding,0,0.6631205673758865,-0.574468085106383,-0.21276595744680854,-0.897163120567376,0.4858156028368795,-0.1111111111111111,-0.897163120567376,0.5762411347517731,-0.5111111111111111,-0.08156028368794327,0.48758865248226957
95,Breeding,0,0.7553191489361704,0.273049645390071,0.6897163120567377,-0.9361702127659576,0.3067375886524823,-0.15555555555555553,-0.9361702127659576,0.34042553191489366,-0.6888888888888888,-0.2712765957446809,0.48758865248226957
95,Total,0,0.7198581560283689,-0.40070921985815605,0.030141843971631208,-0.8865248226950355,-0.05141843971631206,-0.06666666666666667,-0.8865248226950355,0.5212765957446809,-0.6,-0.06560283687943262,0.48758865248226957
96,Non-breeding,0,0.9343971631205674,-0.21099290780141847,0.1400709219858156,-0.8989361702127661,0.06914893617021278,0.24444444444444444,-0.8989361702127661,-0.2021276595744681,-0.37777777777777777,0.6205673758865249,0.8617021276595745
96,Breeding,0,0.8404255319148938,-0.4468085106382979,0.4468085106382979,-0.6773049645390071,0.25354609929078015,-0.15555555555555553,-0.6773049645390071,0.4184397163120568,-0.7333333333333333,-0.23226950354609932,0.8617021276595745
96,Total,0,0.9255319148936171,-0.5053191489361702,0.5496453900709221,-0.7943262411347518,0.22163120567375888,0.06666666666666667,-0.7943262411347518,0.38829787234042556,-0.4666666666666666,0.5177304964539007,0.8617021276595745
97,Non-breeding,0,0.8723404255319149,0.6312056737588654,-0.003546099290780142,-0.8936170212765958,-0.8067375886524824,0.6888888888888888,-0.8936170212765958,-0.1773049645390071,0.19999999999999998,0.797872340425532,0.7358156028368795
97,Breeding,0,0.7783687943262412,0.6631205673758865,0.17021276595744683,-0.8776595744680852,-0.5141843971631206,0.5555555555555555,-0.8776595744680852,-0.17553191489361705,-0.7333333333333333,0.8368794326241136,0.7358156028368795
97,Total,0,0.8510638297872342,0.7269503546099292,-0.1223404255319149,-0.7925531914893618,-0.7943262411347518,0.7777777777777777,-0.7925531914893618,-0.22872340425531917,-0.24444444444444444,0.824468085106383,0.7358156028368795
98,Non-breeding,0,0.7411347517730497,0.5336879432624113,-0.40602836879432624,-0.9308510638297873,0.5691489361702128,0.6888888888888888,-0.9308510638297873,0.6879432624113476,-0.6888888888888888,0.6329787234042554,0.04609929078014185
98,Breeding,0,0.16843971631205673,0.7287234042553192,-0.34574468085106386,-0.9769503546099292,-0.4095744680851064,0.5111111111111111,-0.9769503546099292,0.49468085106382986,-0.6444444444444444,0.8067375886524824,0.04609929078014185
98,Total,0,0.48758865248226957,0.7783687943262412,-0.601063829787234,-0.948581560283688,-0.044326241134751775,0.5555555555555555,-0.948581560283688,0.597517730496454,-0.6888888888888888,0.8102836879432624,0.04609929078014185
99,Non-breeding,0,0.7854609929078015,-0.3085106382978724,0.7872340425531915,-0.950354609929078,-0.601063829787234,-0.1111111111111111,-0.950354609929078,0.3297872340425532,-0.7777777777777777,0.15070921985815602,0.43794326241134757
99,Breeding,0,0.4539007092198582,-0.25886524822695034,0.7411347517730497,-0.9521276595744681,-0.5833333333333334,-0.15555555555555553,-0.9521276595744681,0.5567375886524824,-0.9555555555555554,0.3971631205673759,0.43794326241134757
99,Total,0,0.7393617021276596,-0.4184397163120568,0.723404255319149,-0.9627659574468085,-0.6489361702127661,-0.06666666666666667,-0.9627659574468085,0.4716312056737589,-0.8666666666666666,0.3156028368794327,0.43794326241134757
100,Non-breeding,0,0.9379432624113476,0.34751773049645396,0.003546099290780142,-0.8918439716312057,-0.37056737588652483,0.28888888888888886,-0.8918439716312057,-0.044326241134751775,-0.4666666666666666,0.7695035460992908,0.75
100,Breeding,0,0.6329787234042554,0.43794326241134757,0.39361702127659576,-0.9663120567375888,0.4184397163120568,0.15555555555555553,-0.9663120567375888,-0.056737588652482275,-0.7777777777777777,0.7890070921985817,0.75
100,Total,0,0.8120567375886525,0.4539007092198582,0.24290780141843976,-0.9255319148936171,0.10638297872340427,0.24444444444444444,-0.9255319148936171,0.2145390070921986,-0.5555555555555555,0.7925531914893618,0.75
