Realisation number,Variable,Time,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var,Smax/Mean,Cross correlation
1,Non-breeding,94,59.52743594108755,51.09060732571844,8.436828615369116,6.36679798965979,40.53611664113594,-0.1261973960758503,0.11385019936257428,0.3391195571475306,0.081570892275088,-0.4282538865668936,0.3562350118557328,,,,0.3562200347028075
1,Non-breeding,96,45.75871325981159,49.681679598975705,-3.9229663391641125,6.349508261109486,40.31625515789761,-0.1544964614343436,0.13858916536109098,0.3307159309598161,0.0830685224871628,-0.35054198105899953,0.3402838091007728,,,,0.4019321249772485
1,Non-breeding,98,44.43662937859948,48.266947844365276,-3.8303184657657994,6.324875550141186,40.004050724773776,-0.1381173623056359,0.11951350949993818,0.33146228937244976,0.08452968234572303,-0.2744009475918724,0.34922641703991975,6.9422435373541,0.17353851451485378,0.09278058300547769,0.4607015491827688
1,Non-breeding,100,39.477762462380056,46.84782278272846,-7.370060320348401,6.37315649403099,40.61712369740938,-0.12674335728402272,0.13967666370683413,0.2749321383101811,0.08689981356064504,-0.2590164011674774,0.2547722902217359,,,,0.4834052707684906
1,Non-breeding,102,45.722810870049614,45.42755940097718,0.2952514690724328,6.376335796793751,40.6576581934734,-0.1298554629960418,0.1356047849342211,0.27097162945994324,0.08860698382095351,-0.2824495561575778,0.25702127362983135,,,,0.5045983030451937
1,Non-breeding,104,43.10700466334652,44.01072916924459,-0.9037245058980687,6.354751002976747,40.38286030983397,-0.12496333526924933,0.1346384289885556,0.2607423575642317,0.09018928311752235,-0.2505972040385537,0.2883178035004614,,,,0.4982303800984455
1,Non-breeding,106,43.04239328060995,42.60165063091674,0.4407426496932132,6.346170413578857,40.27387891818364,-0.12573917382403804,0.14947297278582045,0.25336748696290057,0.09178851954549803,-0.30043760833093675,0.3264955535951884,,,,0.506662158856857
1,Non-breeding,108,59.1731894308158,41.20294399435699,17.97024543645881,7.0203361703088305,49.28511994414646,-0.0966132634052468,0.1366615342190047,0.2441508584907261,0.10293012735237576,0.09385927844051072,0.6834905853510648,6.702303902891875,0.1359904147638764,0.09826723073414273,0.6108427739174639
1,Non-breeding,110,43.15311529693394,39.8150114294356,3.33810386749834,6.975066044419715,48.65154632401689,-0.05083899155287817,0.132436781529305,0.24057731286505152,0.10453515605201802,0.10780121541864963,0.7730975302255706,,,,0.6378865881526837
1,Non-breeding,112,36.62276647227377,38.43996363334922,-1.8171971610754554,6.976513327108651,48.671738203324615,-0.05411586110887077,0.10725882234022721,0.24736920913537103,0.10690729389625352,0.12985110645360623,0.7735010228748782,,,,0.6480076186105699
1,Non-breeding,114,36.288147438995885,37.07985493810398,-0.7917074991080923,6.96646545746332,48.53164097002962,-0.056283951312013546,0.11607481511667744,0.21480110933658458,0.10922410231950108,0.15712758279508807,0.8019461009489843,,,,0.6867259461288975
1,Non-breeding,116,37.25475578518065,35.73725643235129,1.5174993528293612,6.970402935981663,48.58651708994178,-0.05102471305081176,0.11008113246084365,0.21887623703197592,0.11173538706052308,0.15116919593366024,0.791679963634785,,,,0.72306151015273
1,Non-breeding,118,35.332351288624174,34.416206987877906,0.916144300746268,6.895586084655953,47.54910745090081,-0.027379247475941622,0.110345727838169,0.17428796592545004,0.11271626507885302,0.0861695104145247,0.9299742609325595,3.9917121853793773,0.08394925581939087,0.06524911490944839,0.7180665239199168
1,Non-breeding,120,32.53617916263594,33.11921110480732,-0.583031942171381,6.817810876832357,46.48254515225359,-0.026728554995278108,0.1891689480560607,0.2097599500230405,0.11437018626916502,0.14184108565261538,1.1119609201216738,,,,0.7137621686400231
1,Non-breeding,122,30.512601268122044,31.845055567816672,-1.3324542996946285,6.818529428783117,46.49234357118142,-0.03179684132652425,0.1902786898147532,0.20750089428729962,0.11715052407323032,0.14667309882860996,1.1111192949546334,,,,0.7154565419535264
1,Non-breeding,124,29.215832516713423,30.591812129444904,-1.3759796127314807,6.243548620368094,38.98189937490034,-0.11988292553733966,0.19294202225340226,0.22206948234869905,0.1091227470212362,0.5240849235242269,1.1518878218220545,,,,0.6938207680747396
1,Non-breeding,126,27.85082023999455,29.357921008919075,-1.5071007689245235,6.134327465505581,37.62997345405612,-0.12731278073617938,0.19630221168359904,0.1725304759559792,0.10958246189530099,0.5198341496923741,1.352252072905845,,,,0.6830300091839838
1,Non-breeding,128,26.482485459096925,28.14222109956115,-1.659735640464227,6.136061686300692,37.65125301808728,-0.1258552593838417,0.19714821260189577,0.18161680334288188,0.11240666818428019,0.523031970536422,1.3499359922277754,3.763390280301145,0.09995391862505215,0.06894164109044223,0.6813042617374321
1,Non-breeding,130,30.810391577363937,26.94279644528949,3.867595132074449,6.16830396997111,38.04797386596136,-0.13819497688555946,0.19540449188621878,0.1834004385549336,0.11569852478014875,0.46881592296550734,1.2227360851191187,,,,0.6806855163734364
1,Non-breeding,132,25.191388858476454,25.798532477235923,-0.6071436187594692,5.8382043600716464,34.08463014995958,-0.09724094404023523,0.10927420539966676,0.18507117679246485,0.11177032325976698,0.6471330691004636,1.5699191690963121,,,,0.6753599982309079
1,Non-breeding,134,23.312853730849014,24.666712625931613,-1.353858895082599,5.775721092441035,33.35895413766826,-0.0537199946793156,0.10896895779255429,0.1955448610815454,0.1139404966050839,0.7418409742072817,1.8523273115627743,,,,0.6703136175069173
1,Non-breeding,136,22.476558569681483,23.537763312288206,-1.0612047426067228,5.513362532270303,30.397166412242015,-0.0627836583342409,0.10358837554695108,0.10156612049896571,0.11122513095297515,0.9133229581023597,2.280939288714774,,,,0.6321130106012303
1,Non-breeding,138,22.79129621644546,22.408571589937726,0.3827246265077342,5.511458393618961,30.376173624592894,-0.06378598641381923,0.10003155578069067,0.09772202761718518,0.11425188119664677,0.900889227372624,2.2713665934784326,2.8708670196745483,0.09451048888363812,0.05951273406018649,0.631909829748683
1,Non-breeding,140,19.9555363696823,21.278689201293098,-1.3231528316107983,5.514432396688371,30.408964657646255,-0.07986848521391039,0.09620695858182059,0.1080396906444605,0.11762373668214982,0.9052634430503524,2.2676177561218727,,,,0.6332404230955132
1,Non-breeding,142,22.219537505939613,20.148361714362206,2.0711757915774065,5.224152151881419,27.291765706007254,-0.18013771366485495,0.15538957973254375,0.007413959276331287,0.11391500772134126,1.1239207911900173,2.687420391600748,,,,0.6597707564919948
1,Non-breeding,144,18.92644585739099,19.017970577428766,-0.0915247200377749,5.05116124828999,25.51422995622649,-0.1488039252950566,0.08533842287372938,0.09819102969860133,0.11296076061901804,1.244412070339227,3.1124504762327674,,,,0.7180690078729957
1,Non-breeding,146,14.18695744756314,17.88779811255379,-3.7008406649906487,5.041338180662708,25.415090651807578,-0.10356773364447548,0.032177296316204466,0.10594992844166726,0.11680741798990814,1.3550146829549243,3.420579377130595,,,,0.7205216509296342
1,Non-breeding,148,14.59028440652228,16.758108653501292,-2.1678242469790128,4.835431754519492,23.381400252615453,0.007681724362305261,0.04296678324755854,0.0814146627174045,0.11511607752336879,1.61496712073434,3.980989606427915,2.0750014581987797,0.08874581657985471,0.04939911074121874,0.7144847588495427
1,Non-breeding,150,11.925773986949098,15.629248680730154,-3.7034746937810556,4.6312199918180985,21.44819861261563,0.014936042629382012,0.0927671955653194,-0.06339958729579268,0.1147889656048275,1.818458328346511,5.404185827472915,,,,0.6846440410951498
1,Non-breeding,152,12.934812366395887,14.501613548645212,-1.5668011822493249,4.640444474013741,21.533724916404665,0.026341534887951847,0.09984926571962909,-0.055342731675369586,0.11905774172816434,1.8511831989373664,5.454140853355751,,,,0.6836465607984924
1,Non-breeding,154,12.64211446599465,13.375643969085933,-0.7335295030912832,4.632004519444411,21.455465868153453,0.06767728304577945,0.11372882763985778,-0.04529589356951193,0.12284566512302263,1.8469728506852208,5.474061095862674,,,,0.6820581479247138
1,Non-breeding,156,13.695441079676371,12.251770562764838,1.4436705169115331,4.164017792387902,17.339044175323018,0.012234731879241392,0.07654350487026362,-0.13921866501543467,0.11524969588196328,2.0169153735578678,8.197098371499703,,,,0.7641441502119428
1,Non-breeding,158,11.880452691039437,11.130365828020446,0.750086863018991,4.1335531745604355,17.086261846918653,0.002269930188473983,0.056778747180418636,-0.1455955336474277,0.11882439423578608,2.098001150631751,8.668456361621645,1.6623413333851635,0.0972911072227862,0.04778617659215333,0.7624168122665798
1,Non-breeding,160,10.195196874092732,10.011689070271698,0.18350780382103338,4.116045375022058,16.94182952924047,-0.012334318854124988,0.055192584046648493,-0.14955110485628273,0.12301711199879457,2.1621675920261287,8.996425947850039,,,,0.7848164507178275
1,Non-breeding,162,13.291626766186255,8.895913121775628,4.395713644410627,4.126342796990646,17.02670487827659,-0.014330608527478242,0.056259775546539485,-0.12393478303928233,0.12813389389330282,2.1465615427211766,8.864178483093738,,,,0.7901802765880518
1,Non-breeding,164,10.91396843039975,7.783131306083796,3.1308371243159545,4.155414046519445,17.267465898011103,0.006271521586106445,0.06012174714659899,-0.12391587130052752,0.1340025001654287,2.0640463694611153,8.393904876469344,,,,0.7956676522072801
1,Non-breeding,166,7.692322966782354,6.673265151277199,1.0190578155051542,4.157230370569841,17.282564353988253,0.012928032733595352,0.06221400994557787,-0.11959194550735981,0.13965141649497007,2.0542925439540705,8.35253100000082,,,,0.792275428423081
1,Non-breeding,168,4.019234130226255,5.566087320468601,-1.5468531902423468,4.146094670746773,17.190101018794792,0.024787580497561315,0.027433951530418905,-0.10472372058944633,0.14523769803703165,2.058479160119423,8.426133840702757,0.9879297166555259,0.057470849972049216,0.03460717838446795,0.7910648783759164
1,Non-breeding,170,4.692392498618804,4.461326818063084,0.2310656805557203,4.1035248274145815,16.838916009207868,0.06989193995710487,-0.022471978648456917,-0.08011892425858429,0.15073752934866513,2.171749084998093,9.102241407760145,,,,0.7872923113375149
1,Non-breeding,172,3.210815942462563,3.3587716533468006,-0.14795571088423776,3.9236411875483794,15.394960168626056,0.18889547738071966,-0.07674125634983503,-0.14020951396122933,0.14989311685331302,2.520324739338093,10.612790378169036,,,,0.7647120287100437
1,Non-breeding,174,2.364719980665208,,,,,,,,,,,,,,
1,Non-breeding,176,2.062736263336573,,,,,,,,,,,,,,
1,Non-breeding,178,1.8216638479413996,,,,,,,,,,,,,,
1,Non-breeding,180,1.1376809816038342,,,,,,,,,,,,,,
1,Non-breeding,182,0.794015247513602,,,,,,,,,,,,,,
1,Non-breeding,184,0.21982428345392024,,,,,,,,,,,,,,
1,Non-breeding,186,0.31672120844541524,,,,,,,,,,,,,,
1,Non-breeding,188,0.16111735896497006,,,,,,,,,,,,,,
1,Non-breeding,190,0.038733252002551066,,,,,,,,,,,,,,
1,Non-breeding,192,0.08828120818095943,,,,,,,,,,,,,,
1,Non-breeding,194,0.0,,,,,,,,,,,,,,
1,Non-breeding,196,0.0,,,,,,,,,,,,,,
1,Non-breeding,198,0.0,,,,,,,,,,,,,,
1,Breeding,0,98.66225011236597,108.1316464870155,-9.469396374649534,,,,,,,,,,,,
1,Breeding,2,124.09705058692121,106.62252922711232,17.47452135980889,,,,,,,,,,,,
1,Breeding,4,105.01521478776385,105.11447713370454,-0.09926234594068717,,,,,,,,,,,,
1,Breeding,6,101.32106732849594,103.60810279647751,-2.2870354679815676,,,,,,,,,,,,
1,Breeding,8,102.62216989738694,102.10405762813035,0.5181122692565907,,,,,,,,,,,,
1,Breeding,10,109.74614155851059,100.60317072666807,9.142970831842518,,,,,,,,,,,,
1,Breeding,12,100.62750583114887,99.10625043812641,1.5212553930224573,,,,,,,,,,,,
1,Breeding,14,136.47660440891244,97.6137659188587,38.86283849005373,,,,,,,,,,,,
1,Breeding,16,81.9385411763414,96.12601453710616,-14.187473360764756,,,,,,,,,,,,
1,Breeding,18,78.1267272893129,94.64330240635037,-16.516575117037476,,,,,,,,,,,,
1,Breeding,20,95.27744202309128,93.16619890416392,2.111243118927362,,,,,,,,,,,,
1,Breeding,22,105.73437606000711,91.69549067783,14.038885382177114,,,,,,,,,,,,
1,Breeding,24,95.34462354520709,90.23184128560098,5.1127822596061065,,,,,,,,,,,,
1,Breeding,26,92.68100300520028,88.77545073342525,3.9055522717750364,,,,,,,,,,,,
1,Breeding,28,96.95050610653107,87.32589925019757,9.6246068563335,,,,,,,,,,,,
1,Breeding,30,77.88839252726062,85.88188297716829,-7.993490449907668,,,,,,,,,,,,
1,Breeding,32,75.87523366393305,84.4407372928473,-8.565503628914257,,,,,,,,,,,,
1,Breeding,34,69.34571783681676,82.99854426295404,-13.652826426137281,,,,,,,,,,,,
1,Breeding,36,100.4887564932738,81.54970175077874,18.93905474249506,,,,,,,,,,,,
1,Breeding,38,76.44340127711033,80.08614864007495,-3.642747362964627,,,,,,,,,,,,
1,Breeding,40,95.44884804059109,78.59814558102873,16.850702459562356,,,,,,,,,,,,
1,Breeding,42,71.53749749846924,77.08601577607925,-5.548518277610015,,,,,,,,,,,,
1,Breeding,44,65.3684749653691,75.74299102477387,-10.374516059404769,,,,,,,,,,,,
1,Breeding,46,69.0924775946182,74.43430436632065,-5.3418267717024435,,,,,,,,,,,,
1,Breeding,48,72.58231898047696,73.16231488214103,-0.579995901664077,,,,,,,,,,,,
1,Breeding,50,71.9313286713451,71.9247549687975,0.006573702547598259,,,,,,,,,,,,
1,Breeding,52,65.14794925582424,70.71464329909291,-5.566694043268669,,,,,,,,,,,,
1,Breeding,54,75.3073250165066,69.5227602653452,5.784564751161398,,,,,,,,,,,,
1,Breeding,56,57.301651126802184,68.34861640085647,-11.046965274054287,,,,,,,,,,,,
1,Breeding,58,65.85807190097701,67.20004383968259,-1.3419719387055835,,,,,,,,,,,,
1,Breeding,60,67.64994255484396,66.08695641214808,1.5629861426958769,,,,,,,,,,,,
1,Breeding,62,65.0170025137316,65.0099742254583,0.007028288273303929,,,,,,,,,,,,
1,Breeding,64,69.77440570793104,63.957813677984866,5.816592029946172,,,,,,,,,,,,
1,Breeding,66,67.31466914308449,62.91413381628386,4.400535326800629,,,,,,,,,,,,
1,Breeding,68,56.46358835932974,61.86371644443565,-5.400128085105912,,,,,,,,,,,,
1,Breeding,70,75.16822444169959,60.79614483739429,14.372079604305306,,,,,,,,,,,,
1,Breeding,72,61.00146157954686,59.70609249537657,1.2953690841702894,,,,,,,,,,,,
1,Breeding,74,55.05286580978492,58.59594997895381,-3.5430841691688926,,,,,,,,,,,,
1,Breeding,76,57.435048318144965,57.467954183872436,-0.03290586572747145,,,,,,,,,,,,
1,Breeding,78,65.70681793065901,56.324302867495405,9.38251506316361,10.691559411310246,114.30944264557671,-0.17491547739314395,-0.11800112633754693,-0.18452784315967657,0.1305910018014461,1.1200718897238124,2.605568623507675,13.872200869458418,0.12135656117640263,0.16944063433974382,0.3597704083718384
1,Breeding,80,68.40700909527641,55.16502449657063,13.241984598705777,10.703203981688823,114.55857547363946,-0.11642076815569861,-0.12531671579812695,-0.207275433897836,0.13195230653992168,1.013577844725102,2.335434585598182,,,,0.35823335424168623
1,Breeding,82,55.75518655863054,53.991199606655826,1.7639869519747151,10.403198607236098,108.22654126159908,-0.11123148957182892,-0.11296407865572236,-0.20919917480859107,0.131013346663822,1.1335146705005748,3.0392009845594616,,,,0.36466426842297195
1,Breeding,84,50.92332043479144,52.800076148043686,-1.876755713252244,10.41427369233914,108.45709653894711,-0.11301335235723561,-0.12134130122072416,-0.21323840213733694,0.13342508307391818,1.142513783994823,3.034327901613228,,,,0.3634640685983794
1,Breeding,86,50.98296363651351,51.59049054910622,-0.6075269125927107,10.401913270533344,108.19979968769768,-0.11217863096692024,-0.1152116777835084,-0.21555771651325195,0.13545059180607233,1.1349361086298875,3.043325600053054,,,,0.3915690073895046
1,Breeding,88,45.398863040387695,50.36171735265643,-4.962854312268732,10.45198419030486,109.24397351438274,-0.10704953325848016,-0.10916450682909569,-0.2520102631280362,0.13868613126165144,1.1535684096869976,2.9940491964583322,6.672492520206066,0.061078815659589544,0.08853650719813179,0.3945564077893193
1,Breeding,90,53.544592011396595,49.115002791807036,4.429589219589559,10.389110467133003,107.9336162982925,-0.11243922283612996,-0.22349995171492032,-0.23331768078420426,0.14047070358975627,1.200041513328395,3.1969921468510982,,,,0.3905937772157129
1,Breeding,92,36.45536078445316,47.85339843220884,-11.398037647755679,10.581296966420394,111.96384549157744,-0.1491784217636985,-0.20261537344878358,-0.2320513015714186,0.14624147771443438,1.1855417101302534,2.957568195639255,,,,0.4674000360608073
1,Breeding,94,51.06883894504623,46.5811026889592,4.487736256087032,8.644644687770368,74.72988177779644,-0.007206245681184905,-0.004752049465072163,-0.31145793617659856,0.12310841535187103,0.22011127391702676,-0.31907038658839315,,,,0.3562200347028075
1,Breeding,96,44.96700681860544,45.303579474772086,-0.3365726561666449,8.328307052378868,69.3606983587036,-0.10699710920573219,0.007808056927438041,-0.25578559744444557,0.12018542595088902,0.2517333102766681,-0.16776786209340577,,,,0.4019321249772485
1,Breeding,98,48.66279824375047,44.0263363097609,4.6364619339895725,7.8816428719383795,62.120294360777066,-0.10629910823024942,0.11310160212678592,-0.2512495566947451,0.11496165642921505,0.3589836280232743,-0.18979790835764188,3.355564513570468,0.054017202398982535,0.048944269742113,0.4607015491827688
1,Breeding,100,32.52274240295159,42.75706596154331,-10.234323558591718,8.076287445297819,65.22641889907517,-0.1307897638684099,0.11406269585059244,-0.26328103116129825,0.12055956785113865,0.38169250094643437,-0.30752973813927176,,,,0.4834052707684906
1,Breeding,102,40.89001674747286,41.50070369905433,-0.6106869515814637,7.782249977171997,60.56341470719355,-0.15653401846971438,0.0953509406869672,-0.33643476347681184,0.11905124725360083,0.4390044225350474,-0.020519748565310567,,,,0.5045983030451937
1,Breeding,104,36.27472229136285,40.260178764991174,-3.985456473628325,7.7716512523580015,60.39856318827769,-0.163538534259874,0.09343214830628463,-0.33116504344221664,0.12163700911523496,0.5223368938031753,0.05738939876398267,,,,0.4982303800984455
1,Breeding,106,40.85565527732215,39.03549747885846,1.8201577984636899,7.752415392030072,60.09994441058476,-0.18627967107157986,0.107328930701027,-0.32373371792809796,0.12384737373307021,0.5445672463390834,0.1045380426020688,,,,0.506662158856857
1,Breeding,108,61.39546574107648,37.82382881525919,23.571636925817288,8.474370361071571,71.81495301660833,-0.12223212033687778,0.09800892873937868,-0.2544639423997162,0.13733095192613481,0.8254686643562731,0.6663266617069377,3.369397906685541,0.046917776384345966,0.054602596090046356,0.6108427739174639
1,Breeding,110,33.21511117925098,36.62385508212502,-3.4087439028740363,8.388600768370134,70.36862285110001,-0.1759424729216069,0.049711799041153255,-0.20120840989179659,0.13844673176750577,0.8323564689900388,0.748443198017788,,,,0.6378865881526837
1,Breeding,112,39.432614279330885,35.436060285999204,3.9965539933316805,8.27458017738226,68.46867711192745,-0.24317175890951992,0.14668908660149335,-0.22034180650680155,0.13864970592896542,0.7849363934815952,0.7887438424336253,,,,0.6480076186105699
1,Breeding,114,28.721765267134206,34.25992272059131,-5.5381574534571065,8.005712809425642,64.09143758700179,-0.1632531068991713,0.1359471183001931,-0.17286083544507042,0.13646685861433944,0.9326628369402814,0.9416442049232197,,,,0.6867259461288975
1,Breeding,116,36.5585968300688,33.09598527329781,3.4626115567709874,7.474052699667683,55.86146375740978,-0.1465225741507292,0.013202251571449991,-0.13934853467673172,0.13097230918601407,0.9390895176452,1.476181748476959,,,,0.72306151015273
1,Breeding,118,30.827402290818725,31.946195211498672,-1.1187929206799474,7.447595485773396,55.466678519712275,-0.12434535669226378,0.005062700102722939,-0.17230873787591036,0.1331699400361921,0.9271481947347525,1.5051415098074898,4.479709360050463,0.08076397360729688,0.08010137338917764,0.7180665239199168
1,Breeding,120,36.51919812177363,30.809600121496054,5.709598000277573,7.024440520064804,49.342764619928296,-0.08593801143879055,0.11236284772986725,-0.1432707939311954,0.12900182062066604,0.9120617313106095,2.0788685146729784,,,,0.7137621686400231
1,Breeding,122,24.36232301404074,29.682868227622578,-5.320545213581838,7.019562587369063,49.27425891799146,-0.14091305462632653,0.0981721921066731,-0.15854477706987036,0.13176615687987747,0.9132314240358405,2.088134528557172,,,,0.7154565419535264
1,Breeding,124,26.24909660032226,28.564406831732853,-2.3153102314105922,6.814206336595299,46.43340799769552,-0.17263875267375067,0.0826924183453712,-0.1656564239352447,0.13030347114046276,1.0106829489984996,2.4340255238119632,,,,0.6938207680747396
1,Breeding,126,21.499411737567343,27.455921238288944,-5.956509500721602,6.8286956396579335,46.63108413908328,-0.16493869113763762,0.102272849326322,-0.20763817211922891,0.13362071247741752,1.005202786727216,2.404357740404215,,,,0.6830300091839838
1,Breeding,128,27.809226493074426,26.35952988516535,1.4496966079090754,6.827135504689143,46.609779199387084,-0.16632951297443646,0.09687098885306791,-0.20489297212022314,0.13658166043991812,0.9826146599866992,2.3767448406307135,4.89009483109334,0.10491564034608525,0.09782979571456456,0.6813042617374321
1,Breeding,130,27.34528089074066,25.276541019414857,2.0687398713258034,6.8298222828217,46.64647241492782,-0.16987084719567364,0.09359433559360535,-0.22144560710548988,0.13975179005425095,0.9578765424295889,2.33550699683315,,,,0.6806855163734364
1,Breeding,132,25.656482785124812,24.228016978809546,1.4284658063152662,6.753950495959829,45.61584730187602,-0.1546160876489825,0.054273241642366146,-0.23210593353638273,0.1410487482600315,0.9304985838296086,2.4566581226493187,,,,0.6753599982309079
1,Breeding,134,22.530041031327226,23.186812297473438,-0.6567712661462117,6.710943534882628,45.036763128382944,-0.12763699297398298,0.06056988627046472,-0.235582974307078,0.14412185505322522,1.0134992439677404,2.699630576532286,,,,0.6703136175069173
1,Breeding,136,27.117024105619294,22.148069312821306,4.968954792797987,6.463473418322777,41.776488629365126,-0.15453183483640695,0.06726680986776855,-0.25032345194377775,0.14109382086222788,1.1094425354286823,3.0080795547606303,,,,0.6321130106012303
