Realisation number,Variable,index,Skewness,Coefficient of variation,Standard deviation,Lag-3 AC,Smax/Var,Lag-1 AC,Kurtosis,Lag-2 AC,Smax/Mean,Variance,Smax
11,x,0,0.5890754983519071,0.9470517448856799,-0.9874431015539162,0.7971537696855543,0.9230769230769229,0.9590854392298436,-0.17783707424266207,0.9007481818657459,0.9230769230769229,-0.9874431015539162,-0.3589743589743589
12,x,0,-0.1500549364307016,0.8654319049861351,-0.9852456443258516,0.8664783131899755,0.8205128205128204,0.924240046041961,-0.04980903050279915,0.6688641238947314,0.5384615384615383,-0.9852456443258516,-0.9743589743589742
13,x,0,0.16287343692774553,0.9315125830586513,-0.9919949772406217,0.7644535133155445,0.9743589743589742,0.9482551143200963,0.6207816669282687,0.904410610579187,0.9230769230769229,-0.9919949772406217,-0.6923076923076922
14,x,0,0.7500654005127401,0.9263328624496416,-0.9849840422748916,0.6948673677601633,0.7948717948717947,0.9664102966567258,0.5580494951080417,0.9452728509391514,0.6410256410256409,-0.9849840422748916,-0.769230769230769
15,x,0,0.09255480562967615,0.8687280908282321,-0.9915764139590856,0.7324857426882226,0.6666666666666665,0.9565217391304348,0.5027991419452729,0.8174017684298646,0.282051282051282,-0.9915764139590856,-0.8205128205128204
16,x,0,0.48234186156019465,0.9251818134254174,-0.9852979647360436,0.6048762622298959,0.9487179487179485,0.9611259352273323,0.5116412912677236,0.891173546800607,0.8717948717948716,-0.9852979647360436,-0.9230769230769229
17,x,0,-0.04970438968241511,0.9593993616909957,-0.9889080730392926,0.628263485585727,0.8717948717948716,0.9494584837545126,0.3839271699890127,0.8348767854339979,0.5384615384615383,-0.9889080730392926,-0.9487179487179485
18,x,0,0.43211426777585943,0.9062418249359075,-0.9930413854444619,0.5792915816460001,0.8205128205128204,0.897661277664417,0.917752315178151,0.7015120598545493,-0.05128205128205127,-0.9930413854444619,-0.9743589743589742
19,x,0,0.5895463820436353,0.8129022131533511,-0.9955527651336787,0.7570240150682781,0.7948717948717947,0.8147334275100717,0.6927745513524827,0.7544603149688694,0.05128205128205127,-0.9955527651336787,-0.8974358974358972
20,x,0,0.1351959399361691,0.8822790770679643,-0.9958143671846388,0.8638622926803746,0.8717948717948716,0.9641605190184692,0.42421388583686503,0.763093182650552,0.5128205128205127,-0.9958143671846388,-0.9743589743589742
21,x,0,0.7189870768586827,0.8859938261915974,-0.9886464709883326,0.7397059592947208,0.9230769230769229,0.9581436718463873,0.5845759430753937,0.8097106681316382,0.7435897435897434,-0.9886464709883326,-0.9487179487179485
22,x,0,0.2947208706116256,0.45115889708575313,-0.9930937058546538,-0.08857845445508294,0.6666666666666665,0.8953591796159681,-0.18144718254591116,0.7147491236331293,-0.17948717948717946,-0.9930937058546538,-0.9487179487179485
23,x,0,0.33171140061738086,0.9396745670486057,-0.9851410035054675,0.861874117093078,0.9743589743589742,0.9587715167686915,0.2147229634280333,0.9350703709517083,0.9487179487179485,-0.9851410035054675,-0.8974358974358972
24,x,0,-0.2972845707110344,0.934023962747868,-0.9928321038036938,0.8263485585726993,0.9743589743589742,0.9221995500444724,0.7634594255218962,0.8950975775650081,0.9487179487179485,-0.9928321038036938,-0.4871794871794871
25,x,0,0.5444461884581175,0.9418720242766704,-0.9861350912991158,0.9088578454455083,0.3846153846153845,0.9606550515356042,0.4183539998953592,0.8014440433212997,0.0,-0.9861350912991158,-0.9487179487179485
26,x,0,0.7166326584000419,0.5871919635849945,-0.9938261915973422,0.3019410872181238,0.0,0.9321927483911475,-0.023334902945639092,0.7490189923088998,-0.5128205128205127,-0.9938261915973422,-0.9743589743589742
27,x,0,0.7651859990582327,0.8969811123319207,-0.9947679589807984,0.6294145346099514,0.846153846153846,0.9649976455815413,0.8115418824883587,0.8880866425992779,0.30769230769230765,-0.9947679589807984,-0.9743589743589742
28,x,0,0.4488044786271125,0.8776225605608748,-0.9929367446240779,0.6821011876733113,0.8205128205128204,0.9469994244754879,0.8642285355517189,0.8538167739235076,0.3846153846153845,-0.9929367446240779,-0.846153846153846
29,x,0,0.7787369852979649,0.8866739915240937,-0.9917856955998536,0.598283890545702,0.8717948717948716,0.9343902056192122,0.6732067179406687,0.9005912206351697,0.7948717948717947,-0.9917856955998536,-0.3589743589743589
30,x,0,0.7219693402396274,0.9347564484905562,-0.989797520012557,0.894260451001936,0.8205128205128204,0.9593470412808037,0.8144195050489196,0.9033118819651547,0.846153846153846,-0.989797520012557,-0.6410256410256409
31,x,0,0.19897451996023652,0.9470517448856799,-0.9892743159106367,0.8508345105425626,0.9487179487179485,0.9449589284779993,0.41662742635902267,0.9316695442892272,0.8974358974358972,-0.9892743159106367,-0.5128205128205127
32,x,0,0.776225605608748,0.7910846021032806,-0.9876000627844922,0.7753361586354838,0.8717948717948716,0.953434834929106,0.02019567833411814,0.9023177941715063,0.23076923076923073,-0.9876000627844922,-0.8205128205128204
33,x,0,0.41526709569403025,0.8600429027363574,-0.9859258096583478,0.5904358290168995,0.5384615384615383,0.9372155077695808,0.09778684664887774,0.753518547585413,-0.5384615384615383,-0.9859258096583478,-0.9230769230769229
34,x,0,0.5635431381782033,0.94731334693664,-0.9929367446240779,0.7157955318369696,0.9487179487179485,0.9632710720452048,0.8817035525558521,0.8198608277088892,0.846153846153846,-0.9929367446240779,-0.6923076923076922
35,x,0,0.4925966619578298,0.8800816198398996,-0.9782347093601215,0.8261915973421232,0.8974358974358972,0.9525453879558416,0.11541882488358708,0.83545230994611,0.7179487179487178,-0.9782347093601215,-0.9487179487179485
36,x,0,0.3194684246324491,0.70386647831319,-0.9934599487259981,0.5891278187620991,0.769230769230769,0.947470308167216,0.5112227279861874,0.6729451158897086,0.5384615384615383,-0.9934599487259981,-0.7179487179487178
37,x,0,-0.30706848741694137,0.950504891958353,-0.9856642076073877,0.8308481138492126,0.8717948717948716,0.9670381415790301,0.08774132789201068,0.9279024747554021,0.8205128205128204,-0.9856642076073877,-0.5897435897435896
38,x,0,0.786061842724847,0.8889760895725424,-0.9908439282163972,0.779835713911997,0.8717948717948716,0.9548474860042904,0.6465233087427406,0.8276565688274997,0.6923076923076922,-0.9908439282163972,-0.769230769230769
39,x,0,0.5235703447915032,0.8819651546068122,-0.9925705017527338,0.8534505310521634,0.846153846153846,0.9632187516350128,0.6000104640820384,0.933971642337676,0.6153846153846153,-0.9925705017527338,-0.8717948717948716
40,x,0,0.16371056349081778,0.9317741851096113,-0.9884371893475645,0.5659498770470361,0.8974358974358972,0.9425521896091665,-0.24323758698268197,0.9466331816041439,0.7948717948717947,-0.9884371893475645,-0.769230769230769
41,x,0,-0.21482760424841732,0.9625909067127086,-0.9801705645372261,0.8279181708784598,0.8974358974358972,0.9718516193166955,0.21388583686496104,0.9019515513001622,0.846153846153846,-0.9801705645372261,-0.8717948717948716
42,x,0,0.11547114529377911,0.9552137288756345,-0.979961282896458,0.8030659760372523,0.3589743589743589,0.960079527023492,-0.12572594569141424,0.8507298697221787,0.15384615384615383,-0.979961282896458,-0.8205128205128204
43,x,0,0.21644953696436983,0.891278187620991,-0.9950295610317587,0.3163292000209282,0.5897435897435896,0.9443310835556952,0.8234186156019463,0.7474493800031393,0.025641025641025637,-0.9950295610317587,-0.8974358974358972
44,x,0,0.7984094595301627,0.8414691571181919,-0.9923088997017737,0.7054360906189505,0.8205128205128204,0.9491445612933606,0.5601423115157222,0.8700884214932245,0.6153846153846153,-0.9923088997017737,-0.8205128205128204
45,x,0,0.5920577617328521,0.9635326740961649,-0.9936169099565741,0.8698268194422645,0.9487179487179485,0.9664102966567258,0.8487416941348821,0.9048291738607231,0.7948717948717947,-0.9936169099565741,-0.6410256410256409
46,x,0,0.8036938209595563,0.7158478522471617,-0.9922042588813897,0.865222623345367,0.9743589743589742,0.957306545283315,0.39261235808088735,0.901009783916706,0.8974358974358972,-0.9922042588813897,-0.9999999999999998
47,x,0,-0.529534871553393,0.900800502275938,-0.9886464709883326,0.8632344477580705,0.9230769230769229,0.9465285407837598,-0.36090618950452574,0.904149008528227,0.9230769230769229,-0.9886464709883326,-0.7948717948717947
48,x,0,0.3187882592999529,0.8938942081305918,-0.9918380160100456,0.7182545911159943,0.7948717948717947,0.9395699262282217,0.6201015015957726,0.9143514885156699,-0.12820512820512817,-0.9918380160100456,-0.8974358974358972
49,x,0,0.2814838068330456,0.9332914770051798,-0.9906346465756292,0.532935698215874,0.6923076923076922,0.9297860095223147,0.24967299743629992,0.7634594255218962,0.6666666666666665,-0.9906346465756292,-0.30769230769230765
50,x,0,0.8613509129911578,0.8460733532150893,-0.9872861403233402,0.8301156281065244,0.8974358974358972,0.9486736776016325,0.16125150421179302,0.8612462721707739,0.7948717948717947,-0.9872861403233402,-0.7948717948717947
51,x,0,0.04311201799822111,0.7256317689530686,-0.9922565792915817,0.7605294825511432,0.8974358974358972,0.924135405221577,0.7126039868152567,0.8507821901323707,0.2051282051282051,-0.9922565792915817,-0.9487179487179485
52,x,0,-0.018259823157013553,0.8263485585726993,-0.9891696750902528,0.7954271961492179,0.8974358974358972,0.8956731020771204,-0.14869460576570923,0.9224088316852405,0.6410256410256409,-0.9891696750902528,-0.30769230769230765
53,x,0,0.6978496311411081,0.9050907759116832,-0.9849840422748916,0.759221472296343,0.6666666666666665,0.8927954795165595,0.605190184691048,0.7949563124574897,-0.3589743589743589,-0.9849840422748916,-0.9230769230769229
54,x,0,0.2820070109349658,0.7843875895987025,-0.99325066708523,0.7476586616439074,0.7179487179487178,0.9418197038664784,-0.10014126510751846,0.7540417516873333,-0.15384615384615383,-0.99325066708523,-0.9487179487179485
55,x,0,0.39685031130644066,0.8928477999267515,-0.989902160832941,0.7970491288651703,0.9487179487179485,0.8943650918223199,0.7884162611834877,0.9081776801130121,0.9230769230769229,-0.989902160832941,-0.846153846153846
56,x,0,-0.4716161774708314,0.7492282739496678,-0.9919949772406217,-0.040600638309004344,0.8205128205128204,0.9063464657562916,0.2623868571129598,0.7747606341233715,-0.025641025641025637,-0.9919949772406217,-0.9743589743589742
57,x,0,0.08219536441165698,0.9030502799141946,-0.9811123319206824,0.6827813530058077,0.6923076923076922,0.9469471040652959,0.2556375241981897,0.8692512949301524,0.33333333333333326,-0.9811123319206824,-0.9230769230769229
58,x,0,-0.10893109401977713,0.917595353947575,-0.9919426568304296,0.8673154397530477,0.6923076923076922,0.9111599434939571,0.2447548788782504,0.7574425783498143,-0.10256410256410255,-0.9919426568304296,-0.769230769230769
59,x,0,-0.1035944121801915,0.8658504682676713,-0.9940354732381103,0.8429864490137602,0.7435897435897434,0.920943860199864,0.39836760320200915,0.8767854339978026,0.12820512820512817,-0.9940354732381103,-0.7435897435897434
60,x,0,0.5411500026160205,0.9502432899073929,-0.9882802281169886,0.8832731648616127,0.7948717948717947,0.9031026003243866,0.9181708784596873,0.9173337518966149,0.6410256410256409,-0.9882802281169886,-0.5384615384615383
61,x,0,0.5684612567362528,0.9446973264270393,-0.986658295401036,0.37681159420289856,0.282051282051282,0.812692931512583,0.005389002249777639,0.6997331659080208,-0.05128205128205127,-0.986658295401036,-0.7948717948717947
62,x,0,0.24878355046303566,0.7872128917490714,-0.9868152566316121,0.9206822581489039,0.9487179487179485,0.9546382043635222,-0.4314864228535552,0.8733322869251295,0.5384615384615383,-0.9868152566316121,-0.7179487179487178
63,x,0,0.677444671166222,0.7868466488777272,-0.9954481243132947,0.5774603672892796,0.9487179487179485,0.9362737403861247,0.024904515251399573,0.8631298069376865,0.8974358974358972,-0.9954481243132947,-0.846153846153846
64,x,0,0.15015957725108567,0.9327159524930676,-0.9903207241144771,0.7013027782137812,0.9999999999999998,0.9632710720452048,0.7325903835086067,0.9374247894103491,0.9999999999999998,-0.9903207241144771,-0.846153846153846
65,x,0,0.4946894783655104,0.7912938837440486,-0.9654162088630776,0.6424946371579553,0.5897435897435896,0.947365667346832,0.0970543609061895,0.8415214775283839,0.25641025641025633,-0.9654162088630776,-0.846153846153846
66,x,0,0.7084183539998953,0.9599225657929158,-0.9872338199131482,0.8232093339611782,0.9230769230769229,0.9692355988070948,0.838957777428975,0.9219379479935124,0.7948717948717947,-0.9872338199131482,-0.5897435897435896
67,x,0,0.8181342541725527,0.9203160152775599,-0.9888034322189087,0.3500235441845864,0.769230769230769,0.9491968817035525,0.8334118139486214,0.8224768482184901,0.3589743589743589,-0.9888034322189087,-0.9487179487179485
68,x,0,-0.23476168053157537,0.8755820645633862,-0.9928321038036938,0.7124470255846806,0.4871794871794871,0.9368492648982368,0.6814210223408151,0.7987757024015069,-0.33333333333333326,-0.9928321038036938,-0.8717948717948716
69,x,0,0.7473447391827552,0.9665672578873018,-0.9888557526291006,0.8644901376026789,0.9743589743589742,0.9550044472348664,0.8044263067022446,0.9227227541463925,0.9487179487179485,-0.9888557526291006,-0.10256410256410255
70,x,0,0.789358028566944,0.9656254905038456,-0.9902160832940932,0.9022131533511223,0.8974358974358972,0.9740490765447603,0.8484277716737301,0.894679014283472,0.7435897435897434,-0.9902160832940932,-0.8205128205128204
71,x,0,0.7814053262177576,0.8612462721707739,-0.9940877936483022,0.3318160414377649,0.8974358974358972,0.9547428451839062,0.5904358290168995,0.812117407000471,0.564102564102564,-0.9940877936483022,-0.9487179487179485
72,x,0,0.5511955213728876,0.9459006958614555,-0.9918380160100456,0.8854183016794852,0.9230769230769229,0.953434834929106,0.8537121331031237,0.9327682729032596,0.5897435897435896,-0.9918380160100456,-0.8974358974358972
73,x,0,-0.41165698739078116,0.937372469000157,-0.9902160832940932,0.877936483022027,0.9743589743589742,0.9657301313242297,0.8272903259561556,0.9535917961596819,0.8205128205128204,-0.9902160832940932,-0.8205128205128204
74,x,0,-0.2321979804321666,0.8919583529534872,-0.9923088997017737,0.4710406529587192,0.846153846153846,0.9335007586459478,0.4304400146497149,0.759273792706535,0.07692307692307691,-0.9923088997017737,-0.8974358974358972
75,x,0,-0.34248940511693615,0.9349657301313242,-0.9910532098571653,0.7071103437450951,0.8205128205128204,0.931041699366923,0.8805001831214357,0.7182022707058023,0.7179487179487178,-0.9910532098571653,-0.6410256410256409
76,x,0,-0.3005284361429394,0.9696541620886309,-0.9747292418772564,0.7775859362737404,0.7435897435897434,0.9374771098205411,0.8143671846387276,0.9417150630460943,0.7948717948717947,-0.9747292418772564,-0.5128205128205127
77,x,0,0.6004290273635745,0.8906503426986868,-0.9888557526291006,0.894783655103856,0.8205128205128204,0.9486736776016325,0.30999843038769426,0.9390990425364936,0.769230769230769,-0.9888557526291006,-0.6923076923076922
78,x,0,0.8967718306911526,0.9071835923193639,-0.9948725998011825,0.7552974415319416,0.8974358974358972,0.9531209124679538,0.8919583529534872,0.8645947784230629,0.846153846153846,-0.9948725998011825,-0.8205128205128204
79,x,0,-0.11432009626955475,0.9104797781614609,-0.9933553079056141,0.9124156333385653,0.9743589743589742,0.9532255532883379,0.23198869879139852,0.9447496468372313,0.9999999999999998,-0.9933553079056141,-0.7948717948717947
80,x,0,0.5632815361272433,0.6356406634228013,-0.9843038769423952,0.8081410558258778,0.9743589743589742,0.9521268246743055,-0.42055145712342384,0.9006435410453618,0.9230769230769229,-0.9843038769423952,0.12820512820512817
81,x,0,0.022445455972374823,0.9431800345314708,-0.9917333751896616,0.7749699157641396,0.8974358974358972,0.9469471040652959,0.0030869042013289385,0.8704023439543767,0.7179487179487178,-0.9917333751896616,-0.7435897435897434
82,x,0,-0.08795060953277875,0.9517605818029614,-0.9904253649348611,0.776487207659708,0.9487179487179485,0.950766494009313,0.8111756396170146,0.9083869617537802,0.9487179487179485,-0.9904253649348611,-0.7435897435897434
83,x,0,-0.17945900695861458,0.9636896353267411,-0.9910532098571653,0.8175064092502485,0.7948717948717947,0.9157641395908545,0.7637210275728562,0.845079265421441,0.6666666666666665,-0.9910532098571653,-0.846153846153846
84,x,0,0.49186417621514156,0.8756343849735783,-0.9918380160100456,0.27640872704442004,0.846153846153846,0.93407628315806,-0.18338303772301576,0.947156385706064,0.4871794871794871,-0.9918380160100456,-0.8205128205128204
85,x,0,-0.0345314707267305,0.9302568932140428,-0.9896405587819809,0.7406477266781772,0.9487179487179485,0.9353319730026683,-0.12164495369643699,0.7538324700465652,0.5384615384615383,-0.9896405587819809,-0.4871794871794871
86,x,0,0.5762046774446712,0.9107413802124209,-0.9959713284152149,0.7148537644535133,0.8974358974358972,0.9124679537487574,0.6799037304452467,0.9282687176267462,0.6153846153846153,-0.9959713284152149,-0.8717948717948716
87,x,0,0.6957568147334275,0.9188510437921834,-0.9927274629833098,0.5413069638465966,0.6666666666666665,0.9363260607963168,0.8128498927431591,0.6633704808245697,0.282051282051282,-0.9927274629833098,-0.9487179487179485
88,x,0,0.5331973002668341,0.9677706273217183,-0.983414429969131,0.8281274525192278,0.8974358974358972,0.944017161094543,0.35316276879610736,0.924344686862345,0.846153846153846,-0.983414429969131,-0.10256410256410255
89,x,0,0.026997331659080206,0.8611416313503899,-0.9909485690367813,0.8112802804373986,0.6153846153846153,0.9223041908648565,-0.0023020980484487,0.8127975723329671,0.25641025641025633,-0.9909485690367813,-0.6666666666666665
90,x,0,0.746559933029875,0.9494584837545126,-0.9896928791921729,0.4804583267932821,0.769230769230769,0.9543242819023702,0.8332025323078533,0.7685868257207137,0.564102564102564,-0.9896928791921729,-0.8974358974358972
91,x,0,-0.051221681577983576,0.9495631245748967,-0.9917333751896616,0.8358185528174541,0.9487179487179485,0.9518129022131534,0.7615235703447916,0.9128341966201015,0.8974358974358972,-0.9917333751896616,-0.6410256410256409
92,x,0,0.5535499398315283,0.8515669962852509,-0.9900068016533251,0.4699419243446869,0.282051282051282,0.9549521268246745,0.4162088630774865,0.8391147386595511,-0.6923076923076922,-0.9900068016533251,-0.9743589743589742
93,x,0,0.26683409197928115,0.8161983989954481,-0.98650133417046,0.4810861717155863,0.9487179487179485,0.9547428451839062,0.7154816093758176,0.8372312038926385,0.6410256410256409,-0.98650133417046,-0.846153846153846
94,x,0,0.04886726311934286,0.970177366190551,-0.9880186260660285,0.8677340030345839,0.9999999999999998,0.9545858839533302,0.9336053994663318,0.9452205305289594,0.9230769230769229,-0.9880186260660285,-0.2051282051282051
95,x,0,0.5475854130696385,0.7421126981635536,-0.9874431015539162,0.8238371788834825,0.8974358974358972,0.9608643331763722,0.6308795060953278,0.9203160152775599,-0.05128205128205127,-0.9874431015539162,-0.846153846153846
96,x,0,0.5268142102234081,0.9455867734003035,-0.9926228221629257,0.7321718202270706,0.6666666666666665,0.921205462250824,0.8923245958248314,0.8052634332653169,0.25641025641025633,-0.9926228221629257,-0.8205128205128204
97,x,0,0.6583477214461362,0.8968764715115366,-0.9876000627844922,0.7491236331292838,0.8205128205128204,0.9223041908648565,0.29377910322816936,0.8698791398524565,0.5128205128205127,-0.9876000627844922,-0.9487179487179485
98,x,0,0.5382200596452676,0.9171767906660389,-0.9893789567310208,0.5974990843928216,0.8205128205128204,0.94056401402187,0.8291738607230682,0.8340396588709256,0.564102564102564,-0.9893789567310208,-0.9230769230769229
99,x,0,-0.06461570658713965,0.9368492648982368,-0.9910008894469733,0.8785643279443311,0.9230769230769229,0.8873541568565898,0.7026631088787736,0.9203160152775599,0.9487179487179485,-0.9910008894469733,-0.9230769230769229
100,x,0,0.6715324648145241,0.9194265683042955,-0.9951342018521426,0.8246743054465547,0.6153846153846153,0.9491968817035525,0.2656830429550568,0.9242923664521531,-0.12820512820512817,-0.9951342018521426,-0.846153846153846
