,Time,Non-breeding,Breeding,rb
4,995,4.228440120947771e-12,3.994958372699417e-12,0.03
5,996,4.116622968103513e-12,3.889315426792818e-12,0.03
6,997,4.007762715513861e-12,3.786466110000382e-12,0.03
7,998,3.901781170711082e-12,3.6863365474073145e-12,0.03
8,999,3.798602208954281e-12,3.5888548176519987e-12,0.03
9,1000,3.698151718550291e-12,3.4939509012661063e-12,0.03
0,991,7.354598622261123e-08,6.948499801815345e-08,0.04
1,992,7.232073453177879e-08,6.832740104138031e-08,0.04
2,993,7.111589512784119e-08,6.718908924639717e-08,0.04
3,994,6.993112794883801e-08,6.606974134844262e-08,0.04
4,995,6.876609859812982e-08,6.496904141525419e-08,0.04
5,996,6.762047825001566e-08,6.388667877789747e-08,0.04
6,997,6.649394355692312e-08,6.282234794308076e-08,0.04
7,998,6.538617655814433e-08,6.177574850693045e-08,0.04
8,999,6.429686459009268e-08,6.074658507020312e-08,0.04
9,1000,6.322570019805443e-08,5.973456715490984e-08,0.04
0,991,0.000715228470388816,0.0006757353802173916,0.05
1,992,0.0007103762737411739,0.0006711511116694813,0.05
2,993,0.0007055570296290244,0.000666597976057727,0.05
3,994,0.0007007705137946141,0.0006620757615080188,0.05
4,995,0.0006960165035127052,0.00065758425759413,0.05
5,996,0.0006912947775800175,0.0006531232553277434,0.05
6,997,0.0006866051163047435,0.0006486925471485447,0.05
7,998,0.0006819473014961378,0.000644291926914387,0.05
8,999,0.0006773211164541779,0.0006399211898915231,0.05
9,1000,0.0006727263459592994,0.0006355801327449067,0.05
0,991,0.32938879298755075,0.31113205785896897,0.06
1,992,0.3293450959253297,0.3110907918893513,0.06
2,993,0.32930155021920315,0.3110496688526979,0.06
3,994,0.3292581553065572,0.3110086882177211,0.06
4,995,0.32921491062712477,0.31096784945534905,0.06
5,996,0.32917181562297393,0.3109271520387152,0.06
6,997,0.3291288697384967,0.3108865954431472,0.06
7,998,0.32908607242039756,0.3108461791461563,0.06
8,999,0.32904342311768203,0.3108059026274269,0.06
9,1000,0.329000921281646,0.31076576536880574,0.06
0,991,1.305440526023618,1.2322765294066764,0.07
1,992,1.305440498181764,1.2322765031482874,0.07
2,993,1.305440470707123,1.2322764772362262,0.07
3,994,1.3054404435948512,1.2322764516659253,0.07
4,995,1.3054404168401694,1.2322764264328767,0.07
5,996,1.3054403904383614,1.2322764015326328,0.07
6,997,1.3054403643847727,1.232276376960804,0.07
7,998,1.305440338674811,1.2322763527130587,0.07
8,999,1.3054403133039436,1.2322763287851222,0.07
9,1000,1.3054402882676985,1.2322763051727768,0.07
0,991,2.2958328695979735,2.165720031304791,0.08
1,992,2.2958328695947183,2.1657200313017255,0.08
2,993,2.295832869591539,2.165720031298731,0.08
3,994,2.2958328695884336,2.165720031295806,0.08
4,995,2.2958328695853996,2.165720031292948,0.08
5,996,2.2958328695824357,2.1657200312901566,0.08
6,997,2.2958328695795407,2.1657200312874303,0.08
7,998,2.295832869576713,2.165720031284767,0.08
8,999,2.295832869573951,2.165720031282165,0.08
9,1000,2.2958328695712527,2.1657200312796236,0.08
0,991,3.287460318561909,3.0990826665926505,0.09
1,992,3.287460318561909,3.0990826665926505,0.09
2,993,3.287460318561909,3.0990826665926505,0.09
3,994,3.287460318561909,3.0990826665926505,0.09
4,995,3.287460318561909,3.0990826665926505,0.09
5,996,3.287460318561909,3.0990826665926505,0.09
6,997,3.287460318561909,3.0990826665926505,0.09
7,998,3.287460318561909,3.0990826665926505,0.09
8,999,3.287460318561909,3.0990826665926505,0.09
9,1000,3.287460318561909,3.0990826665926505,0.09
0,991,4.2803241397882665,4.03236221780624,0.1
1,992,4.2803241397882665,4.03236221780624,0.1
2,993,4.2803241397882665,4.03236221780624,0.1
3,994,4.2803241397882665,4.03236221780624,0.1
4,995,4.2803241397882665,4.03236221780624,0.1
5,996,4.2803241397882665,4.03236221780624,0.1
6,997,4.2803241397882665,4.03236221780624,0.1
7,998,4.2803241397882665,4.03236221780624,0.1
8,999,4.2803241397882665,4.03236221780624,0.1
9,1000,4.2803241397882665,4.03236221780624,0.1
0,991,5.274427725024524,4.9655584568783695,0.11
1,992,5.274427725024524,4.9655584568783695,0.11
2,993,5.274427725024524,4.9655584568783695,0.11
3,994,5.274427725024524,4.9655584568783695,0.11
4,995,5.274427725024524,4.9655584568783695,0.11
5,996,5.274427725024524,4.9655584568783695,0.11
6,997,5.274427725024524,4.9655584568783695,0.11
7,998,5.274427725024524,4.9655584568783695,0.11
8,999,5.274427725024524,4.9655584568783695,0.11
9,1000,5.274427725024524,4.9655584568783695,0.11
0,991,6.269774480723347,5.898671154895405,0.12
1,992,6.269774480723347,5.898671154895405,0.12
2,993,6.269774480723347,5.898671154895405,0.12
3,994,6.269774480723347,5.898671154895405,0.12
4,995,6.269774480723347,5.898671154895405,0.12
5,996,6.269774480723347,5.898671154895405,0.12
6,997,6.269774480723347,5.898671154895405,0.12
7,998,6.269774480723347,5.898671154895405,0.12
8,999,6.269774480723347,5.898671154895405,0.12
9,1000,6.269774480723347,5.898671154895405,0.12
0,991,7.266367827987638,6.831700081959244,0.13
1,992,7.266367827987638,6.831700081959244,0.13
2,993,7.266367827987638,6.831700081959244,0.13
3,994,7.266367827987638,6.831700081959244,0.13
4,995,7.266367827987638,6.831700081959244,0.13
5,996,7.266367827987638,6.831700081959244,0.13
6,997,7.266367827987638,6.831700081959244,0.13
7,998,7.266367827987638,6.831700081959244,0.13
8,999,7.266367827987638,6.831700081959244,0.13
9,1000,7.266367827987638,6.831700081959244,0.13
0,991,8.264211202656629,7.7646450071814925,0.14
1,992,8.264211202656629,7.7646450071814925,0.14
2,993,8.264211202656629,7.7646450071814925,0.14
3,994,8.264211202656629,7.7646450071814925,0.14
4,995,8.264211202656629,7.7646450071814925,0.14
5,996,8.264211202656629,7.7646450071814925,0.14
6,997,8.264211202656629,7.7646450071814925,0.14
7,998,8.264211202656629,7.7646450071814925,0.14
8,999,8.264211202656629,7.7646450071814925,0.14
9,1000,8.264211202656629,7.7646450071814925,0.14
0,991,9.263308055392647,8.69750569867763,0.15
1,992,9.263308055392647,8.69750569867763,0.15
2,993,9.263308055392647,8.69750569867763,0.15
3,994,9.263308055392647,8.69750569867763,0.15
4,995,9.263308055392647,8.69750569867763,0.15
5,996,9.263308055392647,8.69750569867763,0.15
6,997,9.263308055392647,8.69750569867763,0.15
7,998,9.263308055392647,8.69750569867763,0.15
8,999,9.263308055392647,8.69750569867763,0.15
9,1000,9.263308055392647,8.69750569867763,0.15
0,991,10.263661851768576,9.630281923561165,0.16
1,992,10.263661851768576,9.630281923561165,0.16
2,993,10.263661851768576,9.630281923561165,0.16
3,994,10.263661851768576,9.630281923561165,0.16
4,995,10.263661851768576,9.630281923561165,0.16
5,996,10.263661851768576,9.630281923561165,0.16
6,997,10.263661851768576,9.630281923561165,0.16
7,998,10.263661851768576,9.630281923561165,0.16
8,999,10.263661851768576,9.630281923561165,0.16
9,1000,10.263661851768576,9.630281923561165,0.16
0,991,11.265276072355896,10.562973447937686,0.17
1,992,11.265276072355896,10.562973447937686,0.17
2,993,11.265276072355896,10.562973447937686,0.17
3,994,11.265276072355896,10.562973447937686,0.17
4,995,11.265276072355896,10.562973447937686,0.17
5,996,11.265276072355896,10.562973447937686,0.17
6,997,11.265276072355896,10.562973447937686,0.17
7,998,11.265276072355896,10.562973447937686,0.17
8,999,11.265276072355896,10.562973447937686,0.17
9,1000,11.265276072355896,10.562973447937686,0.17
0,991,12.268154212813467,11.495580036898946,0.18
1,992,12.268154212813467,11.495580036898946,0.18
2,993,12.268154212813467,11.495580036898946,0.18
3,994,12.268154212813467,11.495580036898946,0.18
4,995,12.268154212813467,11.495580036898946,0.18
5,996,12.268154212813467,11.495580036898946,0.18
6,997,12.268154212813467,11.495580036898946,0.18
7,998,12.268154212813467,11.495580036898946,0.18
8,999,12.268154212813467,11.495580036898946,0.18
9,1000,12.268154212813467,11.495580036898946,0.18
0,991,13.27229978397685,12.428101454516758,0.19
1,992,13.272299783976848,12.428101454516757,0.19
2,993,13.27229978397685,12.428101454516758,0.19
3,994,13.272299783976848,12.428101454516757,0.19
4,995,13.27229978397685,12.428101454516758,0.19
5,996,13.272299783976848,12.428101454516757,0.19
6,997,13.27229978397685,12.428101454516758,0.19
7,998,13.272299783976848,12.428101454516757,0.19
8,999,13.27229978397685,12.428101454516758,0.19
9,1000,13.272299783976848,12.428101454516757,0.19
0,991,14.277716311948499,13.360537463837058,0.2
1,992,14.277716311948499,13.360537463837058,0.2
2,993,14.277716311948499,13.360537463837058,0.2
3,994,14.277716311948499,13.360537463837058,0.2
4,995,14.277716311948499,13.360537463837058,0.2
5,996,14.277716311948499,13.360537463837058,0.2
6,997,14.277716311948499,13.360537463837058,0.2
7,998,14.277716311948499,13.360537463837058,0.2
8,999,14.277716311948499,13.360537463837058,0.2
9,1000,14.277716311948499,13.360537463837058,0.2
0,991,15.284407338188444,14.292887826873738,0.21
1,992,15.284407338188444,14.292887826873738,0.21
2,993,15.284407338188444,14.292887826873738,0.21
3,994,15.284407338188444,14.292887826873738,0.21
4,995,15.284407338188444,14.292887826873738,0.21
5,996,15.284407338188444,14.292887826873738,0.21
6,997,15.284407338188444,14.292887826873738,0.21
7,998,15.284407338188444,14.292887826873738,0.21
8,999,15.284407338188444,14.292887826873738,0.21
9,1000,15.284407338188444,14.292887826873738,0.21
0,991,16.292376419605763,15.22515230460251,0.22
1,992,16.292376419605763,15.22515230460251,0.22
2,993,16.292376419605763,15.22515230460251,0.22
3,994,16.292376419605763,15.22515230460251,0.22
4,995,16.292376419605763,15.22515230460251,0.22
5,996,16.292376419605763,15.22515230460251,0.22
6,997,16.292376419605763,15.22515230460251,0.22
7,998,16.292376419605763,15.22515230460251,0.22
8,999,16.292376419605763,15.22515230460251,0.22
9,1000,16.292376419605763,15.22515230460251,0.22
0,991,17.301627128650672,16.157330656954684,0.23
1,992,17.301627128650672,16.157330656954684,0.23
2,993,17.301627128650672,16.157330656954684,0.23
3,994,17.301627128650672,16.157330656954684,0.23
4,995,17.301627128650672,16.157330656954684,0.23
5,996,17.301627128650672,16.157330656954684,0.23
6,997,17.301627128650672,16.157330656954684,0.23
7,998,17.301627128650672,16.157330656954684,0.23
8,999,17.301627128650672,16.157330656954684,0.23
9,1000,17.301627128650672,16.157330656954684,0.23
0,991,18.31216305340748,17.089422642811034,0.24
1,992,18.31216305340748,17.089422642811034,0.24
2,993,18.31216305340748,17.089422642811034,0.24
3,994,18.31216305340748,17.089422642811034,0.24
4,995,18.31216305340748,17.089422642811034,0.24
5,996,18.31216305340748,17.089422642811034,0.24
6,997,18.31216305340748,17.089422642811034,0.24
7,998,18.31216305340748,17.089422642811034,0.24
8,999,18.31216305340748,17.089422642811034,0.24
9,1000,18.31216305340748,17.089422642811034,0.24
0,991,19.323987797687984,18.021428019995376,0.25
1,992,19.323987797687984,18.021428019995376,0.25
2,993,19.323987797687984,18.021428019995376,0.25
3,994,19.323987797687984,18.021428019995376,0.25
4,995,19.323987797687984,18.021428019995376,0.25
5,996,19.323987797687984,18.021428019995376,0.25
6,997,19.323987797687984,18.021428019995376,0.25
7,998,19.323987797687984,18.021428019995376,0.25
8,999,19.323987797687984,18.021428019995376,0.25
9,1000,19.323987797687984,18.021428019995376,0.25
0,991,20.33710498112585,18.953346545268356,0.26
1,992,20.33710498112585,18.953346545268356,0.26
2,993,20.33710498112585,18.953346545268356,0.26
3,994,20.33710498112585,18.953346545268356,0.26
4,995,20.33710498112585,18.953346545268356,0.26
5,996,20.33710498112585,18.953346545268356,0.26
6,997,20.33710498112585,18.953346545268356,0.26
7,998,20.33710498112585,18.953346545268356,0.26
8,999,20.33710498112585,18.953346545268356,0.26
9,1000,20.33710498112585,18.953346545268356,0.26
0,991,21.35151823927149,19.885177974320978,0.27
1,992,21.35151823927149,19.885177974320978,0.27
2,993,21.35151823927149,19.885177974320978,0.27
3,994,21.35151823927149,19.885177974320978,0.27
4,995,21.35151823927149,19.885177974320978,0.27
5,996,21.35151823927149,19.885177974320978,0.27
6,997,21.35151823927149,19.885177974320978,0.27
7,998,21.35151823927149,19.885177974320978,0.27
8,999,21.35151823927149,19.885177974320978,0.27
9,1000,21.35151823927149,19.885177974320978,0.27
0,991,22.367231223687774,20.816922061768185,0.28
1,992,22.367231223687774,20.816922061768185,0.28
2,993,22.367231223687774,20.816922061768185,0.28
3,994,22.367231223687774,20.816922061768185,0.28
4,995,22.367231223687774,20.816922061768185,0.28
5,996,22.367231223687774,20.816922061768185,0.28
6,997,22.367231223687774,20.816922061768185,0.28
7,998,22.367231223687774,20.816922061768185,0.28
8,999,22.367231223687774,20.816922061768185,0.28
9,1000,22.367231223687774,20.816922061768185,0.28
0,991,23.384247602046553,21.74857856114248,0.29
1,992,23.384247602046553,21.74857856114248,0.29
2,993,23.384247602046553,21.74857856114248,0.29
3,994,23.384247602046553,21.74857856114248,0.29
4,995,23.384247602046553,21.74857856114248,0.29
5,996,23.384247602046553,21.74857856114248,0.29
6,997,23.384247602046553,21.74857856114248,0.29
7,998,23.384247602046553,21.74857856114248,0.29
8,999,23.384247602046553,21.74857856114248,0.29
9,1000,23.384247602046553,21.74857856114248,0.29
0,991,24.402571058225686,22.680147224887246,0.3
1,992,24.402571058225686,22.680147224887246,0.3
2,993,24.402571058225686,22.680147224887246,0.3
3,994,24.402571058225686,22.680147224887246,0.3
4,995,24.402571058225686,22.680147224887246,0.3
5,996,24.402571058225686,22.680147224887246,0.3
6,997,24.402571058225686,22.680147224887246,0.3
7,998,24.402571058225686,22.680147224887246,0.3
8,999,24.402571058225686,22.680147224887246,0.3
9,1000,24.402571058225686,22.680147224887246,0.3
0,991,25.42220529240703,23.611627804350267,0.31
1,992,25.42220529240703,23.611627804350267,0.31
2,993,25.42220529240703,23.611627804350267,0.31
3,994,25.42220529240703,23.611627804350267,0.31
4,995,25.42220529240703,23.611627804350267,0.31
5,996,25.42220529240703,23.611627804350267,0.31
6,997,25.42220529240703,23.611627804350267,0.31
7,998,25.42220529240703,23.611627804350267,0.31
8,999,25.42220529240703,23.611627804350267,0.31
9,1000,25.42220529240703,23.611627804350267,0.31
0,991,26.443154021175072,24.543020049777052,0.32
1,992,26.443154021175072,24.543020049777052,0.32
2,993,26.443154021175072,24.543020049777052,0.32
3,994,26.443154021175072,24.543020049777052,0.32
4,995,26.443154021175072,24.543020049777052,0.32
5,996,26.443154021175072,24.543020049777052,0.32
6,997,26.443154021175072,24.543020049777052,0.32
7,998,26.443154021175072,24.543020049777052,0.32
8,999,26.443154021175072,24.543020049777052,0.32
9,1000,26.443154021175072,24.543020049777052,0.32
0,991,27.46542097761639,25.47432371030419,0.33
1,992,27.46542097761639,25.47432371030419,0.33
2,993,27.46542097761639,25.47432371030419,0.33
3,994,27.46542097761639,25.47432371030419,0.33
4,995,27.46542097761639,25.47432371030419,0.33
5,996,27.46542097761639,25.47432371030419,0.33
6,997,27.46542097761639,25.47432371030419,0.33
7,998,27.46542097761639,25.47432371030419,0.33
8,999,27.46542097761639,25.47432371030419,0.33
9,1000,27.46542097761639,25.47432371030419,0.33
0,991,28.489009911419807,26.405538533952594,0.34
1,992,28.489009911419807,26.405538533952594,0.34
2,993,28.489009911419807,26.405538533952594,0.34
3,994,28.489009911419807,26.405538533952594,0.34
4,995,28.489009911419807,26.405538533952594,0.34
5,996,28.489009911419807,26.405538533952594,0.34
6,997,28.489009911419807,26.405538533952594,0.34
7,998,28.489009911419807,26.405538533952594,0.34
8,999,28.489009911419807,26.405538533952594,0.34
9,1000,28.489009911419807,26.405538533952594,0.34
0,991,29.51392458897736,27.336664267620726,0.35
1,992,29.51392458897736,27.336664267620726,0.35
2,993,29.51392458897736,27.336664267620726,0.35
3,994,29.51392458897736,27.336664267620726,0.35
4,995,29.51392458897736,27.336664267620726,0.35
5,996,29.51392458897736,27.336664267620726,0.35
6,997,29.51392458897736,27.336664267620726,0.35
7,998,29.51392458897736,27.336664267620726,0.35
8,999,29.51392458897736,27.336664267620726,0.35
9,1000,29.51392458897736,27.336664267620726,0.35
0,991,30.540168793486046,28.267700657077743,0.36
1,992,30.540168793486046,28.267700657077743,0.36
2,993,30.540168793486046,28.267700657077743,0.36
3,994,30.540168793486046,28.267700657077743,0.36
4,995,30.540168793486046,28.267700657077743,0.36
5,996,30.540168793486046,28.267700657077743,0.36
6,997,30.540168793486046,28.267700657077743,0.36
7,998,30.540168793486046,28.267700657077743,0.36
8,999,30.540168793486046,28.267700657077743,0.36
9,1000,30.540168793486046,28.267700657077743,0.36
0,991,31.567746325050337,29.19864744695662,0.37
1,992,31.567746325050337,29.19864744695662,0.37
2,993,31.567746325050337,29.19864744695662,0.37
3,994,31.567746325050337,29.19864744695662,0.37
4,995,31.567746325050337,29.19864744695662,0.37
5,996,31.567746325050337,29.19864744695662,0.37
6,997,31.567746325050337,29.19864744695662,0.37
7,998,31.567746325050337,29.19864744695662,0.37
8,999,31.567746325050337,29.19864744695662,0.37
9,1000,31.567746325050337,29.19864744695662,0.37
0,991,32.59666100078554,30.129504380747225,0.38
1,992,32.59666100078554,30.129504380747225,0.38
2,993,32.59666100078554,30.129504380747225,0.38
3,994,32.59666100078554,30.129504380747225,0.38
4,995,32.59666100078554,30.129504380747225,0.38
5,996,32.59666100078554,30.129504380747225,0.38
6,997,32.59666100078554,30.129504380747225,0.38
7,998,32.59666100078554,30.129504380747225,0.38
8,999,32.59666100078554,30.129504380747225,0.38
9,1000,32.59666100078554,30.129504380747225,0.38
0,991,33.62691665492186,31.060271200789263,0.39
1,992,33.62691665492186,31.060271200789263,0.39
2,993,33.62691665492186,31.060271200789263,0.39
3,994,33.62691665492186,31.060271200789263,0.39
4,995,33.62691665492186,31.060271200789263,0.39
5,996,33.62691665492186,31.060271200789263,0.39
6,997,33.62691665492186,31.060271200789263,0.39
7,998,33.62691665492186,31.060271200789263,0.39
8,999,33.62691665492186,31.060271200789263,0.39
9,1000,33.62691665492186,31.060271200789263,0.39
0,991,34.658517138909424,31.990947648265294,0.4
1,992,34.658517138909424,31.990947648265294,0.4
2,993,34.658517138909424,31.990947648265294,0.4
3,994,34.658517138909424,31.990947648265294,0.4
4,995,34.658517138909424,31.990947648265294,0.4
5,996,34.658517138909424,31.990947648265294,0.4
6,997,34.658517138909424,31.990947648265294,0.4
7,998,34.658517138909424,31.990947648265294,0.4
8,999,34.658517138909424,31.990947648265294,0.4
9,1000,34.658517138909424,31.990947648265294,0.4
0,991,35.691466321523976,32.9215334631936,0.41
1,992,35.691466321523976,32.9215334631936,0.41
2,993,35.691466321523976,32.9215334631936,0.41
3,994,35.691466321523976,32.9215334631936,0.41
4,995,35.691466321523976,32.9215334631936,0.41
5,996,35.691466321523976,32.9215334631936,0.41
6,997,35.691466321523976,32.9215334631936,0.41
7,998,35.691466321523976,32.9215334631936,0.41
8,999,35.691466321523976,32.9215334631936,0.41
9,1000,35.691466321523976,32.9215334631936,0.41
0,991,36.72576808897348,33.85202838442098,0.42
1,992,36.72576808897348,33.85202838442098,0.42
2,993,36.72576808897348,33.85202838442098,0.42
3,994,36.72576808897348,33.85202838442098,0.42
4,995,36.72576808897348,33.85202838442098,0.42
5,996,36.72576808897348,33.85202838442098,0.42
6,997,36.72576808897348,33.85202838442098,0.42
7,998,36.72576808897348,33.85202838442098,0.42
8,999,36.72576808897348,33.85202838442098,0.42
9,1000,36.72576808897348,33.85202838442098,0.42
0,991,37.76142634500554,34.78243214961563,0.43
1,992,37.76142634500554,34.78243214961563,0.43
2,993,37.76142634500554,34.78243214961563,0.43
3,994,37.76142634500554,34.78243214961563,0.43
4,995,37.76142634500554,34.78243214961563,0.43
5,996,37.76142634500554,34.78243214961563,0.43
6,997,37.76142634500554,34.78243214961563,0.43
7,998,37.76142634500554,34.78243214961563,0.43
8,999,37.76142634500554,34.78243214961563,0.43
9,1000,37.76142634500554,34.78243214961563,0.43
0,991,38.79844501101562,35.71274449525974,0.44
1,992,38.79844501101562,35.71274449525974,0.44
2,993,38.79844501101562,35.71274449525974,0.44
3,994,38.79844501101562,35.71274449525974,0.44
4,995,38.79844501101562,35.71274449525974,0.44
5,996,38.79844501101562,35.71274449525974,0.44
6,997,38.79844501101562,35.71274449525974,0.44
7,998,38.79844501101562,35.71274449525974,0.44
8,999,38.79844501101562,35.71274449525974,0.44
9,1000,38.79844501101562,35.71274449525974,0.44
0,991,39.83682802615624,36.64296515664229,0.45
1,992,39.83682802615624,36.64296515664229,0.45
2,993,39.83682802615624,36.64296515664229,0.45
3,994,39.83682802615624,36.64296515664229,0.45
4,995,39.83682802615624,36.64296515664229,0.45
5,996,39.83682802615624,36.64296515664229,0.45
6,997,39.83682802615624,36.64296515664229,0.45
7,998,39.83682802615624,36.64296515664229,0.45
8,999,39.83682802615624,36.64296515664229,0.45
9,1000,39.83682802615624,36.64296515664229,0.45
0,991,40.87657934744684,37.57309386785158,0.46
1,992,40.87657934744684,37.57309386785158,0.46
2,993,40.87657934744684,37.57309386785158,0.46
3,994,40.87657934744684,37.57309386785158,0.46
4,995,40.87657934744684,37.57309386785158,0.46
5,996,40.87657934744684,37.57309386785158,0.46
6,997,40.87657934744684,37.57309386785158,0.46
7,998,40.87657934744684,37.57309386785158,0.46
8,999,40.87657934744684,37.57309386785158,0.46
9,1000,40.87657934744684,37.57309386785158,0.46
0,991,41.91770294988464,38.50313036176775,0.47
1,992,41.91770294988464,38.50313036176775,0.47
2,993,41.91770294988464,38.50313036176775,0.47
3,994,41.91770294988464,38.50313036176775,0.47
4,995,41.91770294988464,38.50313036176775,0.47
5,996,41.91770294988464,38.50313036176775,0.47
6,997,41.91770294988464,38.50313036176775,0.47
7,998,41.91770294988464,38.50313036176775,0.47
8,999,41.91770294988464,38.50313036176775,0.47
9,1000,41.91770294988464,38.50313036176775,0.47
0,991,42.96020282655642,39.43307437005542,0.48
1,992,42.96020282655642,39.43307437005542,0.48
2,993,42.96020282655642,39.43307437005542,0.48
3,994,42.96020282655642,39.43307437005542,0.48
4,995,42.96020282655642,39.43307437005542,0.48
5,996,42.96020282655642,39.43307437005542,0.48
6,997,42.96020282655642,39.43307437005542,0.48
7,998,42.96020282655642,39.43307437005542,0.48
8,999,42.96020282655642,39.43307437005542,0.48
9,1000,42.96020282655642,39.43307437005542,0.48
0,991,44.00408298875097,40.362925623155945,0.49
1,992,44.00408298875097,40.362925623155945,0.49
2,993,44.00408298875097,40.362925623155945,0.49
3,994,44.00408298875097,40.362925623155945,0.49
4,995,44.00408298875097,40.362925623155945,0.49
5,996,44.00408298875097,40.362925623155945,0.49
6,997,44.00408298875097,40.362925623155945,0.49
7,998,44.00408298875097,40.362925623155945,0.49
8,999,44.00408298875097,40.362925623155945,0.49
9,1000,44.00408298875097,40.362925623155945,0.49
0,991,45.04934746607273,41.292683850279936,0.5
1,992,45.04934746607273,41.292683850279936,0.5
2,993,45.04934746607273,41.292683850279936,0.5
3,994,45.04934746607273,41.292683850279936,0.5
4,995,45.04934746607273,41.292683850279936,0.5
5,996,45.04934746607273,41.292683850279936,0.5
6,997,45.04934746607273,41.292683850279936,0.5
7,998,45.04934746607273,41.292683850279936,0.5
8,999,45.04934746607273,41.292683850279936,0.5
9,1000,45.04934746607273,41.292683850279936,0.5
0,991,46.096000306556,42.22234877939945,0.51
1,992,46.096000306556,42.22234877939945,0.51
2,993,46.096000306556,42.22234877939945,0.51
3,994,46.096000306556,42.22234877939945,0.51
4,995,46.096000306556,42.22234877939945,0.51
5,996,46.096000306556,42.22234877939945,0.51
6,997,46.096000306556,42.22234877939945,0.51
7,998,46.096000306556,42.22234877939945,0.51
8,999,46.096000306556,42.22234877939945,0.51
9,1000,46.096000306556,42.22234877939945,0.51
0,991,47.144045576780385,43.151920137240374,0.52
1,992,47.144045576780385,43.151920137240374,0.52
2,993,47.144045576780385,43.151920137240374,0.52
3,994,47.144045576780385,43.151920137240374,0.52
4,995,47.144045576780385,43.151920137240374,0.52
5,996,47.144045576780385,43.151920137240374,0.52
6,997,47.144045576780385,43.151920137240374,0.52
7,998,47.144045576780385,43.151920137240374,0.52
8,999,47.144045576780385,43.151920137240374,0.52
9,1000,47.144045576780385,43.151920137240374,0.52
0,991,48.19348736198686,44.08139764927448,0.53
1,992,48.19348736198687,44.081397649274486,0.53
2,993,48.19348736198686,44.08139764927448,0.53
3,994,48.19348736198687,44.081397649274486,0.53
4,995,48.19348736198686,44.08139764927448,0.53
5,996,48.19348736198687,44.081397649274486,0.53
6,997,48.19348736198686,44.08139764927448,0.53
7,998,48.19348736198687,44.081397649274486,0.53
8,999,48.19348736198686,44.08139764927448,0.53
9,1000,48.19348736198687,44.081397649274486,0.53
0,991,49.24432976619505,45.01078103971171,0.54
1,992,49.24432976619505,45.01078103971171,0.54
2,993,49.24432976619505,45.01078103971171,0.54
3,994,49.24432976619505,45.01078103971171,0.54
4,995,49.24432976619505,45.01078103971171,0.54
5,996,49.24432976619505,45.01078103971171,0.54
6,997,49.24432976619505,45.01078103971171,0.54
7,998,49.24432976619505,45.01078103971171,0.54
8,999,49.24432976619505,45.01078103971171,0.54
9,1000,49.24432976619505,45.01078103971171,0.54
0,991,50.2965769123211,45.940070031492034,0.55
1,992,50.2965769123211,45.940070031492034,0.55
2,993,50.2965769123211,45.940070031492034,0.55
3,994,50.2965769123211,45.940070031492034,0.55
4,995,50.2965769123211,45.940070031492034,0.55
5,996,50.2965769123211,45.940070031492034,0.55
6,997,50.2965769123211,45.940070031492034,0.55
7,998,50.2965769123211,45.940070031492034,0.55
8,999,50.2965769123211,45.940070031492034,0.55
9,1000,50.2965769123211,45.940070031492034,0.55
