,Time,Non-breeding,Breeding,rnb
4,985,1.0580969894398303e-97,8.949898466174813e-99,-2.47
5,986,8.406936128175605e-98,7.110995070368937e-99,-2.47
6,987,6.679593247934794e-98,5.649924530643681e-99,-2.47
7,988,5.3071612865385773e-98,4.489054891204282e-99,-2.47
8,989,4.216717976059725e-98,3.566704954543751e-99,-2.47
9,990,3.350324124259301e-98,2.833866936600137e-99,-2.47
10,991,2.66194509600157e-98,2.251602506151994e-99,-2.47
11,992,2.115004826792211e-98,1.7889738506184792e-99,-2.47
12,993,1.6804424043431553e-98,1.4213998383161616e-99,-2.47
13,994,1.3351679573221316e-98,1.1293499341349966e-99,-2.47
14,995,1.0608358070781712e-98,8.973064716551819e-100,-2.47
15,996,8.428696954623512e-99,7.129401434737475e-100,-2.47
16,997,6.6968829557658994e-99,5.664549005634404e-100,-2.47
17,998,5.320898540387856e-99,4.5006745280033816e-100,-2.47
18,999,4.227632685849095e-99,3.5759371464295195e-100,-2.47
19,1000,3.3589962279485272e-99,2.8412022232781384e-100,-2.47
0,981,4.654487785097319e-93,3.9765593569778507e-94,-2.46
1,982,3.7353139424273402e-93,3.191263635188312e-94,-2.46
2,983,2.9976596550892767e-93,2.5610490564926944e-94,-2.46
3,984,2.405678223102865e-93,2.0552900103394573e-94,-2.46
4,985,1.930601995889023e-93,1.6494088685619117e-94,-2.46
5,986,1.5493443930848207e-93,1.3236816225469573e-94,-2.46
6,987,1.2433779999683364e-93,1.0622793846114076e-94,-2.46
7,988,9.978342179475802e-94,8.524991748386684e-95,-2.46
8,989,8.00780717153122e-94,6.84146613055533e-95,-2.46
9,990,6.426415785612551e-94,5.4904051753942747e-95,-2.46
10,991,5.157319471476882e-94,4.406153361684385e-95,-2.46
11,992,4.1388458229581133e-94,3.536020899457287e-95,-2.46
12,993,3.321501574792371e-94,2.837723241802665e-95,-2.46
13,994,2.6655674512328537e-94,2.277326244961663e-95,-2.46
14,995,2.139167986851298e-94,1.827597120675039e-95,-2.46
15,996,1.716722521447719e-94,1.4666810444438194e-95,-2.46
16,997,1.377702094347339e-94,1.1770391087814067e-95,-2.46
17,998,1.1056318287060158e-94,9.445960107340817e-96,-2.46
18,999,8.872903261622089e-95,7.580560550944678e-96,-2.46
19,1000,7.120671659954316e-95,6.083542341225909e-96,-2.46
0,981,8.145070402349486e-89,7.028673373086077e-90,-2.45
1,982,6.602265750462546e-89,5.697331906293709e-90,-2.45
2,983,5.351692605033474e-89,4.618167487304975e-90,-2.45
3,984,4.3379977149152844e-89,3.7434138104611363e-90,-2.45
4,985,3.516312606765001e-89,3.0343522609070253e-90,-2.45
5,986,2.850267602950071e-89,2.4595981394152536e-90,-2.45
6,987,2.310382015750536e-89,1.9937115032275884e-90,-2.45
7,988,1.872759264140229e-89,1.6160711355258229e-90,-2.45
8,989,1.51802915600679e-89,1.3099618028243833e-90,-2.45
9,990,1.2304905187825235e-89,1.0618344001921497e-90,-2.45
10,991,9.974162293407961e-90,8.607062366249595e-91,-2.45
11,992,8.084898821786363e-90,6.976749158164801e-91,-2.45
12,993,6.553491615202953e-90,5.655242955694152e-91,-2.45
13,994,5.312157059381229e-90,4.5840508470195563e-91,-2.45
14,995,4.305950824453739e-90,3.715759399320344e-91,-2.45
15,996,3.4903359022245395e-90,3.0119360309047164e-91,-2.45
16,997,2.8292112954873507e-90,2.4414278965213376e-91,-2.45
17,998,2.2933141046429505e-90,1.9789829905923285e-91,-2.45
18,999,1.8589242842848009e-90,1.6041324352171084e-91,-2.45
19,1000,1.506814739292665e-90,1.3002844804367798e-91,-2.45
0,981,1.4225363102831907e-84,1.2398947603986812e-85,-2.44
1,982,1.1646742245989307e-84,1.0151399709186564e-85,-2.44
2,983,9.535546049963974e-85,8.311263128697923e-86,-2.44
3,984,7.807044798496781e-85,6.804686720388116e-86,-2.44
4,985,6.391867667186812e-85,5.5712062830431066e-86,-2.44
5,986,5.233218628730663e-85,4.561317915668668e-86,-2.44
6,987,4.2845970289223805e-85,3.7344912521234996e-86,-2.44
7,988,3.5079313521253047e-85,3.057542835214209e-86,-2.44
8,989,2.872051277671414e-85,2.5033043480431173e-86,-2.44
9,990,2.3514367054464975e-85,2.0495322540567283e-86,-2.44
10,991,1.92519354466542e-85,1.6780150858214793e-86,-2.44
11,992,1.576215160644789e-85,1.3738425548908343e-86,-2.44
12,993,1.2904958254876406e-85,1.1248071495763517e-86,-2.44
13,994,1.056568619045488e-85,9.209142046401448e-87,-2.44
14,995,8.650452211496759e-86,7.5398078028523665e-87,-2.44
15,996,7.082391253583837e-86,6.173072520492563e-87,-2.44
16,997,5.798571524639608e-86,5.054084313507873e-87,-2.44
17,998,4.747468831144729e-86,4.137934256117917e-87,-2.44
18,999,3.886898731337371e-86,3.3878540296986014e-87,-2.44
19,1000,3.1823235254456988e-86,2.7737402810534122e-87,-2.44
0,981,2.4790345667153745e-80,2.182463511158359e-81,-2.43
1,982,2.0500602783066044e-80,1.804808135050506e-81,-2.43
2,983,1.695316072280118e-80,1.4925025722953016e-81,-2.43
3,984,1.4019571108930292e-80,1.234238634593563e-81,-2.43
4,985,1.1593612382498379e-80,1.020664912342931e-81,-2.43
5,986,9.5874436551059e-81,8.44048171957488e-82,-2.43
6,987,7.92842410175716e-81,6.979933452884426e-82,-2.43
7,988,6.556482728724782e-81,5.772119723179608e-82,-2.43
8,989,5.421943279060859e-81,4.773307127298009e-82,-2.43
9,990,4.483725518342203e-81,3.947329928036041e-82,-2.43
10,991,3.707857771488022e-81,3.2642805386773994e-82,-2.43
11,992,3.0662468514949003e-81,2.6994266072128345e-82,-2.43
12,993,2.535660840768784e-81,2.2323154892443946e-82,-2.43
13,994,2.0968878928562517e-81,1.846033683673898e-82,-2.43
14,995,1.7340405958527281e-81,1.5265944162812416e-82,-2.43
15,996,1.433980709369004e-81,1.2624311963707084e-82,-2.43
16,997,1.1858434455112801e-81,1.0439790088138039e-82,-2.43
17,998,9.80644068692421e-82,8.633279769837132e-83,-2.43
18,999,8.109525697525797e-82,7.139369561555266e-83,-2.43
19,1000,6.706246347517375e-82,5.903966869525345e-83,-2.43
0,981,4.3096481345495755e-76,3.832208828049753e-77,-2.42
1,982,3.599720708453419e-76,3.2009298779772615e-77,-2.42
2,983,3.006739477171422e-76,2.673641375890725e-77,-2.42
3,984,2.5114399187555918e-76,2.2332129972781706e-77,-2.42
4,985,2.0977309518856916e-76,1.8653362923629386e-77,-2.42
5,986,1.7521721756655313e-76,1.5580598392751106e-77,-2.42
6,987,1.463537223597097e-76,1.3014009713427343e-77,-2.42
7,988,1.2224490461622136e-76,1.0870214644642808e-77,-2.42
8,989,1.0210752732274203e-76,9.079566484316705e-78,-2.42
9,990,8.528737593354899e-77,7.583891416877916e-78,-2.42
10,991,7.123800452672812e-77,6.334598587095751e-78,-2.42
11,992,5.950298310155737e-77,5.2911015010490145e-78,-2.42
12,993,4.9701069274839186e-77,4.41949946937971e-78,-2.42
13,994,4.151382264056121e-77,3.691476256120796e-78,-2.42
14,995,3.4675259413471625e-77,3.0833801528697093e-78,-2.42
15,996,2.8963211261031154e-77,2.575455592148803e-78,-2.42
16,997,2.4192107593150835e-77,2.1512013369344743e-78,-2.42
17,998,2.0206946823815345e-77,1.79683439548947e-78,-2.42
18,999,1.687826074550458e-77,1.5008422453915353e-78,-2.42
19,1000,1.4097908421152189e-77,1.2536088196031562e-78,-2.42
0,981,7.471552707490526e-72,6.710597073353359e-73,-2.41
1,982,6.303486144655209e-72,5.66149464914289e-73,-2.41
2,983,5.318029482148382e-72,4.7764038448305444e-73,-2.41
3,984,4.4866343677108763e-72,4.029683873739223e-73,-2.41
4,985,3.785215560969828e-72,3.3997025062796065e-73,-2.41
5,986,3.1934531920233877e-72,2.86820939144265e-73,-2.41
6,987,2.6942041015575475e-72,2.419807350191489e-73,-2.41
7,988,2.273005209213773e-72,2.0415063242978836e-73,-2.41
8,989,1.9176545229539625e-72,1.7223470586691313e-73,-2.41
9,990,1.6178576514031803e-72,1.4530836153674134e-73,-2.41
10,991,1.3649295787501202e-72,1.225915521858159e-73,-2.41
11,992,1.1515430627231995e-72,1.0342617939111238e-73,-2.41
12,993,9.71516366815206e-73,8.72570286672675e-74,-2.41
13,994,8.196341774295358e-73,7.361568508731565e-74,-2.41
14,995,6.914965179772172e-73,6.210696345780729e-74,-2.41
15,996,5.833912830162868e-73,5.2397459934989285e-74,-2.41
16,997,4.921866997898646e-73,4.42058934261691e-74,-2.41
17,998,4.152406018093955e-73,3.729495696986824e-74,-2.41
18,999,3.5032388616889565e-73,3.146444303195391e-74,-2.41
19,1000,2.9555593717401376e-73,2.654544355986076e-74,-2.41
0,981,1.29132413972731e-67,1.171462829892729e-68,-2.4
1,982,1.1003938452107636e-67,9.982547744978708e-69,-2.4
2,983,9.37693780612999e-68,8.506566058942266e-69,-2.4
3,984,7.990499311016125e-68,7.248817432558437e-69,-2.4
4,985,6.809054358621184e-68,6.177034752504672e-69,-2.4
5,986,5.802293380432353e-68,5.263721798575296e-69,-2.4
6,987,4.944388265895193e-68,4.4854478375019947e-69,-2.4
7,988,4.213329751020006e-68,3.82224651545925e-69,-2.4
8,989,3.590362778198253e-68,3.2571036280463444e-69,-2.4
9,990,3.059505341577113e-68,2.775520626659006e-69,-2.4
10,991,2.6071384741338846e-68,2.3651426631550795e-69,-2.4
11,992,2.2216568577080357e-68,2.0154416304266058e-69,-2.4
12,993,1.893171092510093e-68,1.7174460673919668e-69,-2.4
13,994,1.613253987932853e-68,1.4635109992125102e-69,-2.4
14,995,1.3747243658419524e-68,1.2471218080626747e-69,-2.4
15,996,1.1714628298927336e-68,1.06272710282492e-69,-2.4
16,997,9.982547744978745e-69,9.05596300038312e-70,-2.4
17,998,8.506566058942299e-69,7.716982623884293e-70,-2.4
18,999,7.248817432558465e-69,6.57597881250318e-70,-2.4
19,1000,6.177034752504697e-69,5.603679501447989e-70,-2.4
0,981,2.2239752205826714e-63,2.0378214641339425e-64,-2.39
1,982,1.9141932117271825e-63,1.7539691887102742e-64,-2.39
2,983,1.6475613657522855e-63,1.5096552711267204e-64,-2.39
3,984,1.4180692091527543e-63,1.2993723335109016e-64,-2.39
4,985,1.220543479440549e-63,1.1183801317988734e-64,-2.39
5,986,1.0505315083280742e-63,9.625987001145978e-65,-2.39
6,987,9.042008487038205e-64,8.285163792850265e-65,-2.39
7,988,7.782528827696852e-64,7.131106562494309e-65,-2.39
8,989,6.698484638756635e-64,6.137800299075926e-65,-2.39
9,990,5.7654391585385573e-64,5.282853675118755e-65,-2.39
10,991,4.9623594713475094e-64,4.546994296461143e-65,-2.39
11,992,4.271142378877235e-64,3.9136342597233504e-65,-2.39
12,993,3.676206313946733e-64,3.368496224154264e-65,-2.39
13,994,3.164140097398113e-64,2.8992915686872644e-65,-2.39
14,995,2.723400620356915e-64,2.4954433791510468e-65,-2.39
15,996,2.3440526369421475e-64,2.1478480211524057e-65,-2.39
16,997,2.0175448017762965e-64,1.848669923954652e-65,-2.39
17,998,1.7365169036837706e-64,1.5911649493248741e-65,-2.39
18,999,1.4946339501975653e-64,1.369528363691892e-65,-2.39
19,1000,1.286443362770737e-64,1.178763986569969e-65,-2.39
0,981,3.8147900564412643e-59,3.530610228043541e-60,-2.38
1,982,3.3164191518846897e-59,3.069365077732909e-60,-2.38
2,983,2.883156301725279e-59,2.6683778077726015e-60,-2.38
3,984,2.5064956748468364e-59,2.3197762223425234e-60,-2.38
4,985,2.1790426569195856e-59,2.016716563175805e-60,-2.38
5,986,1.894368679078337e-59,1.7532491526620626e-60,-2.38
6,987,1.6468850120383103e-59,1.524201589572743e-60,-2.38
7,988,1.431733047970367e-59,1.325077204303015e-60,-2.38
8,989,1.2446889161456727e-59,1.1519667801000526e-60,-2.38
9,990,1.0820805597608545e-59,1.0014718071858262e-60,-2.38
10,991,9.407156459930488e-60,8.706377630967233e-61,-2.38
11,992,8.178188940125649e-60,7.56896109397331e-61,-2.38
12,993,7.109775905745666e-60,6.580138660458854e-61,-2.38
13,994,6.180942235500001e-60,5.720497734535974e-61,-2.38
14,995,5.373453034956233e-60,4.973161816099063e-61,-2.38
15,996,4.6714556484679105e-60,4.323459180796603e-61,-2.38
16,997,4.061168439295848e-60,3.758634844236103e-61,-2.38
17,998,3.530610228043562e-60,3.2676001556935645e-61,-2.38
18,999,3.0693650777329274e-60,2.8407151053426216e-61,-2.38
19,1000,2.668377807772617e-60,2.469599071251395e-61,-2.38
0,981,6.5130172265336915e-55,6.088415805978755e-56,-2.37
1,982,5.7190506681261415e-55,5.346210100774472e-56,-2.37
2,983,5.021872260884749e-55,4.694482662231418e-56,-2.37
3,984,4.4096830869496076e-55,4.122203776241202e-56,-2.37
4,985,3.872122570458128e-55,3.619688301240884e-56,-2.37
5,986,3.400093137083662e-55,3.178431758676229e-56,-2.37
6,987,2.9856062483775216e-55,2.790966404786401e-56,-2.37
7,988,2.6216472052281803e-55,2.450734847895725e-56,-2.37
8,989,2.3020564323965243e-55,2.151979072335033e-56,-2.37
9,990,2.021425235008676e-55,1.8896429908540606e-56,-2.37
10,991,1.7750042628086405e-55,1.6592868763400148e-56,-2.37
11,992,1.5586231330367868e-55,1.4570122247006176e-56,-2.37
12,993,1.3686198516466927e-55,1.2793957773050148e-56,-2.37
13,994,1.2017788383981376e-55,1.1234315863905937e-56,-2.37
14,995,1.0552765069744245e-55,9.864801429614184e-57,-2.37
15,996,9.266334791320522e-56,8.662237062282837e-57,-2.37
16,997,8.136726241638784e-56,7.606270785941305e-57,-2.37
17,998,7.144822135434448e-56,6.679031623479608e-57,-2.37
18,999,6.273835671865077e-56,5.864827151551383e-57,-2.37
19,1000,5.509026437811155e-56,5.149877924916122e-57,-2.37
0,981,1.1059161851633672e-50,1.0442085303952837e-51,-2.36
1,982,9.808596659176668e-51,9.261298858019666e-52,-2.36
2,983,8.699444832539426e-51,8.214035227722917e-52,-2.36
3,984,7.715715410072689e-51,7.285195711382127e-52,-2.36
4,985,6.843225681086973e-51,6.4613889619090016e-52,-2.36
5,986,6.069396709623727e-51,5.730737919895754e-52,-2.36
6,987,5.383071980309157e-51,5.082708578625518e-52,-2.36
7,988,4.7743565516556923e-51,4.507958112260589e-52,-2.36
8,989,4.23447439783789e-51,3.9982001776288155e-52,-2.36
9,990,3.755641882198005e-51,3.546085447625167e-52,-2.36
10,991,3.330955538312303e-51,3.145095653844071e-52,-2.36
11,992,2.954292540725383e-51,2.789449610824618e-52,-2.36
12,993,2.6202224304103983e-51,2.474019867033076e-52,-2.36
13,994,2.3239288222756832e-51,2.1942587809159006e-52,-2.36
14,995,2.061139965952339e-51,1.9461329562403887e-52,-2.36
15,996,1.828067158737636e-51,1.7260650914583787e-52,-2.36
16,997,1.6213501227758778e-51,1.5308824047185059e-52,-2.36
17,998,1.4380085589637987e-51,1.3577708909555498e-52,-2.36
18,999,1.275399179119183e-51,1.2042347515681406e-52,-2.36
19,1000,1.1311775969330902e-51,1.0680604117707932e-52,-2.36
0,981,1.865765693702167e-46,1.7793651109888943e-47,-2.35
1,982,1.6714165968836084e-46,1.5940160055795475e-47,-2.35
2,983,1.4973120417894934e-46,1.42797395000718e-47,-2.35
3,984,1.3413432382255703e-46,1.27922780873065e-47,-2.35
4,985,1.2016210599516488e-46,1.1459759378814947e-47,-2.35
5,986,1.0764531631958832e-46,1.0266043633826969e-47,-2.35
6,987,9.643234886387968e-47,9.196672321625812e-48,-2.35
7,988,8.638738985908681e-47,8.238692996849176e-48,-2.35
8,989,7.738877269493912e-47,7.380502416805945e-48,-2.35
9,990,6.932750426883037e-47,6.611706000613292e-48,-2.35
10,991,6.210594483893404e-47,5.922991927894276e-48,-2.35
11,992,5.563662539156036e-47,5.306018352093486e-48,-2.35
12,993,4.984118819846535e-47,4.7533123623151785e-48,-2.35
13,994,4.464943773192374e-47,4.258179469888916e-48,-2.35
14,995,3.9998490442054084e-47,3.814622523345367e-48,-2.35
15,996,3.583201309832398e-47,3.417269069683758e-48,-2.35
16,997,3.209954046987094e-47,3.061306282115721e-48,-2.35
17,998,2.875586408024275e-47,2.7424226661169674e-48,-2.35
18,999,2.5760484633028764e-47,2.4567558377184933e-48,-2.35
19,1000,2.307712147604883e-47,2.2008457415172443e-48,-2.35
0,981,3.1233981824648235e-42,3.00869570170251e-43,-2.34
1,982,2.826167546919681e-42,2.72238045038439e-43,-2.34
2,983,2.5572221460918268e-42,2.463311697637385e-43,-2.34
3,984,2.3138702840141046e-42,2.2288965963079884e-43,-2.34
4,985,2.0936764134574556e-42,2.0167890412724594e-43,-2.34
5,986,1.8944367601556328e-42,1.824866188828191e-43,-2.34
6,987,1.7141572666916316e-42,1.6512072105604225e-43,-2.34
7,988,1.551033635300834e-42,1.4940740690458523e-43,-2.34
8,989,1.4034332698525354e-42,1.3518941229899295e-43,-2.34
9,990,1.2698789362791328e-42,1.2232443877041962e-43,-2.34
10,991,1.1490339779210618e-42,1.1068372933972437e-43,-2.34
11,992,1.0396889378176818e-42,1.0015077987434722e-43,-2.34
12,993,9.407494540555009e-43,9.06201730757921e-44,-2.34
13,994,8.512253070263182e-43,8.199652342787154e-44,-2.34
14,995,7.702205089765609e-43,7.419352254640038e-44,-2.34
15,996,6.969243366606943e-43,6.71330753758777e-44,-2.34
16,997,6.306032173504867e-43,6.074451858792265e-44,-2.34
17,998,5.705933869925836e-43,5.496391335893331e-44,-2.34
18,999,5.162942470347627e-43,4.973340544884942e-44,-2.34
19,1000,4.671623534337548e-43,4.500064617647246e-44,-2.34
0,981,5.179570715198436e-38,5.0395020233829733e-39,-2.33
1,982,4.73377120293745e-38,4.605758057407154e-39,-2.33
2,983,4.326341126303432e-38,4.20934592047863e-39,-2.33
3,984,3.953978073450156e-38,3.847052506319644e-39,-2.33
4,985,3.613663867204749e-38,3.5159412569013614e-39,-2.33
5,986,3.3026401013262464e-38,3.213328360263873e-39,-2.33
6,987,3.0183857823293856e-38,2.9367609969616136e-39,-2.33
7,988,2.7585968956501186e-38,2.6839974588114413e-39,-2.33
8,989,2.5211677305270436e-38,2.452988978796505e-39,-2.33
9,990,2.3041738122281535e-38,2.2418631248487498e-39,-2.33
10,991,2.105856303280601e-38,2.0489086229088777e-39,-2.33
11,992,1.9246077472681269e-38,1.8725614862475504e-39,-2.33
12,993,1.7589590396429477e-38,1.7113923386194768e-39,-2.33
13,994,1.6075675199444206e-38,1.5640948284985976e-39,-2.33
14,995,1.4692060889063333e-38,1.4294750404863219e-39,-2.33
15,996,1.3427532622418707e-38,1.3064418180673011e-39,-2.33
16,997,1.2271840804875213e-38,1.1939979192741468e-39,-2.33
17,998,1.1215618012259427e-38,1.0912319335736012e-39,-2.33
18,999,1.0250303063493595e-38,9.973108944567357e-40,-2.33
19,1000,9.368071628208003e-39,9.114735278547533e-40,-2.33
0,981,8.488912441729866e-34,8.342358635302697e-35,-2.32
1,982,7.83625383800573e-34,7.700967623667629e-35,-2.32
2,983,7.233774012298105e-34,7.108889096401837e-35,-2.32
3,984,6.677615036819223e-34,6.562331729538258e-35,-2.32
4,985,6.164215595365024e-34,6.057795689948451e-35,-2.32
5,986,5.690288178732884e-34,5.592050224461926e-35,-2.32
6,987,5.2527980334389655e-34,5.162112972015861e-35,-2.32
7,988,4.848943728935085e-34,4.765230866362341e-35,-2.32
8,989,4.476139218888946e-34,4.3988625070452285e-35,-2.32
9,990,4.131997281658695e-34,4.0606618857607496e-35,-2.32
10,991,3.8143142339242863e-34,3.7484633638949307e-35,-2.32
11,992,3.521055819590728e-34,3.460267805042848e-35,-2.32
12,993,3.2503441836039954e-34,3.1942297737104585e-35,-2.32
13,994,3.0004458472675735e-34,2.94864571822701e-35,-2.32
14,995,2.769760608060597e-34,2.721943062198316e-35,-2.32
15,996,2.556811292878526e-34,2.512670134648962e-35,-2.32
16,997,2.3602342990821166e-34,2.3194868743719664e-35,-2.32
17,998,2.1787708627851063e-34,2.141156248962008e-35,-2.32
18,999,2.0112589984678463e-34,1.9765363335847237e-35,-2.32
19,1000,1.8566260583028833e-34,1.8245729987591676e-35,-2.32
0,981,1.3705341413005764e-29,1.3604093417071946e-30,-2.31
1,982,1.2778775633187634e-29,1.268437262750108e-30,-2.31
2,983,1.1914851426348873e-29,1.1826830647266184e-30,-2.31
3,984,1.1109333835025263e-29,1.1027263804585257e-30,-2.31
4,985,1.0358274211049604e-29,1.0281752621867848e-30,-2.31
5,986,9.657990859273814e-30,9.586642602431364e-31,-2.31
6,987,9.005050989895044e-30,8.93852631615408e-31,-2.31
7,988,8.396253890916082e-30,8.334226696248748e-31,-2.31
8,989,7.828615238251427e-30,7.770781465277503e-31,-2.31
9,990,7.299352466567165e-30,7.245428614064435e-31,-2.31
10,991,6.805871129142466e-30,6.755592862323399e-31,-2.31
11,992,6.345752179888753e-30,6.298873034631074e-31,-2.31
12,993,5.916740115182974e-30,5.8730302898622405e-31,-2.31
13,994,5.516731917386215e-30,5.4759771463879935e-31,-2.31
14,995,5.143766745848799e-30,5.105767249238376e-31,-2.31
15,996,4.796016324867151e-30,4.7605858290680554e-31,-2.31
16,997,4.471775981474171e-30,4.438740806154891e-31,-2.31
17,998,4.169456289130374e-30,4.138654495823168e-31,-2.31
18,999,3.88757527635315e-30,3.85885587463149e-31,-2.31
19,1000,3.6247511620908364e-30,3.5979733694141644e-31,-2.31
0,981,2.1693643161193796e-25,2.174979579476399e-26,-2.3
1,982,2.0430303733444808e-25,2.048318629220857e-26,-2.3
2,983,1.9240535466512193e-25,1.9290338384801088e-26,-2.3
3,984,1.8120053909531055e-25,1.816695653164453e-26,-2.3
4,985,1.706482411863096e-25,1.7108995344669538e-26,-2.3
5,986,1.6071046126779731e-25,1.6112645020867796e-26,-2.3
6,987,1.5135141259797665e-25,1.5174317622886133e-26,-2.3
7,988,1.4253739249265072e-25,1.4290634158576608e-26,-2.3
8,989,1.3423666095915624e-25,1.3458412412975037e-26,-2.3
9,990,1.2641932639810676e-25,1.2674655488889904e-26,-2.3
10,991,1.1905723796134794e-25,1.193654101483544e-26,-2.3
11,992,1.1212388417849779e-25,1.1241410981445757e-26,-2.3
12,993,1.0559429748701733e-25,1.0586762169770119e-26,-2.3
13,994,9.944496432201732e-26,9.97023713698093e-27,-2.3
14,995,9.365374044202693e-26,9.389615727033203e-27,-2.3
15,996,8.819977118580581e-26,8.842807075704753e-27,-2.3
16,997,8.306341637303789e-26,8.327842081226584e-27,-2.3
17,998,7.82261795784683e-26,7.842866313389635e-27,-2.3
18,999,7.36706415247939e-26,7.386133335593007e-27,-2.3
19,1000,6.938039735444992e-26,6.955998415785821e-27,-2.3
0,981,3.341597299405587e-21,3.3839173545129565e-22,-2.29
1,982,3.178625676026717e-21,3.218881757691339e-22,-2.29
2,983,3.0236022725100878e-21,3.0618950419045793e-22,-2.29
3,984,2.876139449598822e-21,2.912564658592483e-22,-2.29
4,985,2.735868473425688e-21,2.770517204014046e-22,-2.29
5,986,2.6024385934863643e-21,2.635397485543609e-22,-2.29
6,987,2.4755161655804824e-21,2.506867633504276e-22,-2.29
7,988,2.3547838175273365e-21,2.3846062563177393e-22,-2.29
8,989,2.2399396555701227e-21,2.2683076368579253e-22,-2.29
9,990,2.1306965094842954e-21,2.157680967998939e-22,-2.29
10,991,2.0267812145024265e-21,2.0524496254457743e-22,-2.29
11,992,1.9279339282600014e-21,1.9523504760294901e-22,-2.29
12,993,1.833907481054162e-21,1.857133219737227e-22,-2.29
13,994,1.744466757790705e-21,1.7665597638318007e-22,-2.29
14,995,1.659388110073879e-21,1.6804036274958412e-22,-2.29
15,996,1.5784587969689035e-21,1.5984493755117814e-22,-2.29
16,997,1.5014764530388196e-21,1.5204920795615976e-22,-2.29
